number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_drop_correlated,params_feature_selection,params_max_depth,params_n_estimators,params_n_jobs,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
0,51.56368199384995,2022-10-24 15:34:25.220198,2022-10-24 15:34:53.345225,0 days 00:00:28.125027,66.94888870521439,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=ExtraTreesRegressor(ccp_alpha=66.94888870521439,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120)))])",no,FeatureWiz,,retained,no,17.007793782584034,10.655736670830684,41.85347398093077,17.651342128152717,10.650411558200746,51.56368199384995,COMPLETE
1,52.289230113486944,2022-10-24 15:34:53.501681,2022-10-24 15:35:25.121489,0 days 00:00:31.619808,74.61438997695103,no,Lasso,10,50,1,11.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=ExtraTreesRegressor(ccp_alpha=74.61438997695103,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=11))])",no,Lasso,11.0,retained,no,16.638217069681172,9.770119600820939,43.03853753426491,17.269598690909547,9.844799748370178,52.289230113486944,COMPLETE
2,50.8378646057353,2022-10-24 15:35:25.283031,2022-10-24 15:36:20.798121,0 days 00:00:55.515090,73.81358694326958,no,FeatureImportance_ET,10,50,1,17.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=ExtraTreesRegressor(ccp_alpha=73.81358694326958,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=17))])",no,FeatureImportance_ET,17.0,retained,no,16.418901321064123,9.606982043615643,42.22217302848097,16.969346008118084,9.613878434873374,50.8378646057353,COMPLETE
3,50.82820364973728,2022-10-24 15:36:20.951839,2022-10-24 15:36:50.848099,0 days 00:00:29.896260,63.28637710069775,no,MutualInformation,10,50,1,22.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=ExtraTreesRegressor(ccp_alpha=63.28637710069775,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=22))])",no,MutualInformation,22.0,retained,no,16.7785043113039,9.49779223807499,41.2142750376994,17.41600990435576,9.55931135867837,50.82820364973728,COMPLETE
4,50.44382957852173,2022-10-24 15:36:51.014950,2022-10-24 15:37:18.101897,0 days 00:00:27.086947,52.07137888864909,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=ExtraTreesRegressor(ccp_alpha=52.07137888864909,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120)))])",no,FeatureWiz,,retained,no,16.376759592617326,10.262712023288467,40.599998350954564,17.076407721985742,10.247484068106807,50.44382957852173,COMPLETE
5,52.29925427753915,2022-10-24 15:37:18.266059,2022-10-24 15:38:08.673797,0 days 00:00:50.407738,72.6327091836818,no,FeatureImportance_ET,10,50,1,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=ExtraTreesRegressor(ccp_alpha=72.6327091836818,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=14))])",no,FeatureImportance_ET,14.0,retained,no,16.808330556786363,10.43442581335201,42.61814420043092,17.4181727077415,10.402793530729484,52.29925427753915,COMPLETE
6,51.32537572657367,2022-10-24 15:38:08.832725,2022-10-24 15:38:35.882982,0 days 00:00:27.050257,68.78746101452839,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=ExtraTreesRegressor(ccp_alpha=68.78746101452839,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120)))])",no,FeatureWiz,,retained,no,16.665734527791614,9.918371093423854,42.144260228613284,17.273554393510427,9.919149021889815,51.32537572657367,COMPLETE
7,50.965060872195714,2022-10-24 15:38:36.033069,2022-10-24 15:39:02.414670,0 days 00:00:26.381601,57.98546032568388,no,MutualInformation,10,50,1,10.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=ExtraTreesRegressor(ccp_alpha=57.98546032568388,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=10))])",no,MutualInformation,10.0,retained,no,16.50308494258447,9.889613424177028,41.643429311176504,17.169966195715975,9.902140238981582,50.965060872195714,COMPLETE
8,50.85534856893792,2022-10-24 15:39:02.561876,2022-10-24 15:39:29.718090,0 days 00:00:27.156214,53.51450913861298,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=ExtraTreesRegressor(ccp_alpha=53.51450913861298,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120)))])",no,FeatureWiz,,retained,no,16.259751255956786,9.702870534285926,40.93486993793481,16.94696248923383,9.722047208831915,50.85534856893792,COMPLETE
9,51.055986277577546,2022-10-24 15:39:29.878988,2022-10-24 15:39:56.585649,0 days 00:00:26.706661,65.46780765124223,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=ExtraTreesRegressor(ccp_alpha=65.46780765124223,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120)))])",no,FeatureWiz,,retained,no,16.73049837056878,10.451772831601025,41.82872560681113,17.32226419834736,10.43928079439149,51.055986277577546,COMPLETE
