number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_drop_correlated,params_feature_selection,params_max_depth,params_n_estimators,params_n_jobs,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,54.689886980420376,2022-10-24 15:09:57.013235,2022-10-24 15:10:24.768933,0 days 00:00:27.755698,66.79617215765198,no,MutualInformation,10,50,1,18.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=ExtraTreesRegressor(ccp_alpha=66.79617215765198,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=18))])",no,MutualInformation,18.0,retained,no,16.95612431042441,10.220431494789436,42.12156239032098,17.664155151495347,10.186940202562637,54.689886980420376,COMPLETE
11,52.50768374870683,2022-10-24 15:10:24.902138,2022-10-24 15:10:55.436435,0 days 00:00:30.534297,57.348181633169126,no,MutualInformation,10,50,1,29.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=ExtraTreesRegressor(ccp_alpha=57.348181633169126,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=29))])",no,MutualInformation,29.0,retained,no,16.875237470076826,10.244195763666957,40.402108228013994,17.604927254310095,10.174764461766197,52.50768374870683,COMPLETE
12,51.329099270974666,2022-10-24 15:10:55.590288,2022-10-24 15:11:12.629796,0 days 00:00:17.039508,58.58168109266508,yes,Lasso,10,50,1,7.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=ExtraTreesRegressor(ccp_alpha=58.58168109266508,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=7))])",yes,Lasso,7.0,retained,no,16.36907020176514,9.443548158159784,41.48458873690867,17.043936392768774,9.424393588640552,51.329099270974666,COMPLETE
13,53.96099566146918,2022-10-24 15:11:12.768116,2022-10-24 15:11:40.052551,0 days 00:00:27.284435,60.86356041960859,no,Lasso,10,50,1,8.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=ExtraTreesRegressor(ccp_alpha=60.86356041960859,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=8))])",no,Lasso,8.0,retained,no,16.724969524401878,9.41354353121949,41.5606115145908,17.49844353700937,9.410309934674466,53.96099566146918,COMPLETE
14,52.916211516355055,2022-10-24 15:11:40.201848,2022-10-24 15:11:59.067307,0 days 00:00:18.865459,51.26080669911012,yes,Lasso,10,50,1,21.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=ExtraTreesRegressor(ccp_alpha=51.26080669911012,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=21))])",yes,Lasso,21.0,retained,no,16.08423287572163,9.446017734114596,40.099257128090436,16.91648655761765,9.432702624002923,52.916211516355055,COMPLETE
15,52.75093414417907,2022-10-24 15:11:59.237125,2022-10-24 15:12:07.632961,0 days 00:00:08.395836,60.89287836596441,yes,ANOVA,10,50,1,3.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=ExtraTreesRegressor(ccp_alpha=60.89287836596441,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=3))])",yes,ANOVA,3.0,retained,no,16.543682108562905,9.32414761657508,43.06997862778181,17.12778136825168,9.303218935190868,52.75093414417907,COMPLETE
16,53.11443987189216,2022-10-24 15:12:07.800442,2022-10-24 15:12:39.928168,0 days 00:00:32.127726,57.40917609744351,yes,FeatureImportance_ET,10,50,1,25.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=ExtraTreesRegressor(ccp_alpha=57.40917609744351,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=25))])",yes,FeatureImportance_ET,25.0,retained,no,16.38304103868775,9.690383366707772,40.7506253703198,17.18755057301768,9.647005516642878,53.11443987189216,COMPLETE
17,163.1252007450978,2022-10-24 15:12:40.077810,2022-10-24 15:12:56.201915,0 days 00:00:16.124105,67.15734852599711,yes,Lasso,10,50,1,4.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=ExtraTreesRegressor(ccp_alpha=67.15734852599711,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=4))])",yes,Lasso,4.0,retained,no,81.77199539506063,51.491016055905,163.75169140676437,81.79758846894639,51.50919181703271,163.1252007450978,COMPLETE
18,235.4139216559522,2022-10-24 15:12:56.356655,2022-10-24 15:13:11.400386,0 days 00:00:15.043731,56.56039058911945,yes,Lasso,10,50,1,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=ExtraTreesRegressor(ccp_alpha=56.56039058911945,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=1))])",yes,Lasso,1.0,retained,no,123.92624244211792,82.64310379701602,234.88134569449483,124.13298310686139,82.83247033769469,235.4139216559522,COMPLETE
19,53.614790106044914,2022-10-24 15:13:11.555434,2022-10-24 15:13:22.330588,0 days 00:00:10.775154,69.74306381665428,yes,ANOVA,10,50,1,21.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=ExtraTreesRegressor(ccp_alpha=69.74306381665428,
                                                                       max_depth=10,
                                                                       n_estimators=50,
                                                                       n_jobs=1,
                                                                       random_state=120),
                                             number=21))])",yes,ANOVA,21.0,retained,no,16.770677647452214,10.038640089924549,41.82463134126302,17.5385000743221,10.015475776552124,53.614790106044914,COMPLETE
