number,value,datetime_start,datetime_complete,duration,params_drop_correlated,params_feature_selection,params_learning_rate,params_loss,params_n_estimators,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,65.05247598261138,2022-10-24 16:20:39.127236,2022-10-24 16:20:58.146404,0 days 00:00:19.019168,yes,MutualInformation,0.03464992321362949,linear,50,12.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.03464992321362949,
                                                                     random_state=120),
                                             number=12))])",yes,MutualInformation,12.0,retained,no,27.149044311851643,17.546947942834816,55.87010356866392,27.824852835589798,17.676858959245028,65.05247598261138,COMPLETE
11,64.84278582899464,2022-10-24 16:20:58.285509,2022-10-24 16:21:27.340362,0 days 00:00:29.054853,no,MutualInformation,0.011300163577320164,square,50,12.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.011300163577320164,
                                                                     loss='square',
                                                                     random_state=120),
                                             number=12))])",no,MutualInformation,12.0,retained,no,27.639310967507342,17.280784354625876,60.96492676514799,28.062752823157794,17.296350738714676,64.84278582899464,COMPLETE
12,66.38308327446775,2022-10-24 16:21:27.490111,2022-10-24 16:21:47.099008,0 days 00:00:19.608897,yes,MutualInformation,0.02315252050138977,square,50,30.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.02315252050138977,
                                                                     loss='square',
                                                                     random_state=120),
                                             number=30))])",yes,MutualInformation,30.0,retained,no,27.146689343986917,17.309260478583514,57.52298069833623,27.84315241895997,17.350896653075292,66.38308327446775,COMPLETE
13,63.212908232875485,2022-10-24 16:21:47.239074,2022-10-24 16:22:20.323976,0 days 00:00:33.084902,no,MutualInformation,0.013325567394653482,exponential,50,23.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.013325567394653482,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=23))])",no,MutualInformation,23.0,retained,no,27.52986848247936,17.453396999128678,59.55557928400909,28.038188156372332,17.501362229448933,63.212908232875485,COMPLETE
14,63.59863198009683,2022-10-24 16:22:20.460229,2022-10-24 16:22:40.105153,0 days 00:00:19.644924,yes,MutualInformation,0.019823565387931476,exponential,50,24.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.019823565387931476,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=24))])",yes,MutualInformation,24.0,retained,no,27.437397762557413,17.666795851245883,59.22302985235613,28.013147967763132,17.750109875508567,63.59863198009683,COMPLETE
15,63.67157509965415,2022-10-24 16:22:40.253448,2022-10-24 16:22:55.316697,0 days 00:00:15.063249,no,ANOVA,0.012550468280401902,exponential,50,22.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostRegressor(learning_rate=0.012550468280401902,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=22))])",no,ANOVA,22.0,retained,no,27.36707950209998,17.34925964568262,59.7362270151013,27.901610158300215,17.35171537299924,63.67157509965415,COMPLETE
16,62.81431349888825,2022-10-24 16:22:55.459946,2022-10-24 16:23:14.886982,0 days 00:00:19.427036,yes,MutualInformation,0.010339193465571394,exponential,50,22.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.010339193465571394,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=22))])",yes,MutualInformation,22.0,retained,no,27.027847626630347,16.62402841746799,59.50634950082384,27.42975826679854,16.53441287311351,62.81431349888825,COMPLETE
17,63.17728011287079,2022-10-24 16:23:15.047672,2022-10-24 16:23:44.181148,0 days 00:00:29.133476,,FeatureWiz,0.019082450593006055,exponential,50,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostRegressor(learning_rate=0.019082450593006055,
                                                                     loss='exponential',
                                                                     random_state=120)))])",no,FeatureWiz,,retained,no,27.19274958786201,17.54335349339911,58.87116987650688,27.748224453512695,17.64836940230734,63.17728011287079,COMPLETE
18,63.410132757897465,2022-10-24 16:23:44.328802,2022-10-24 16:24:13.453937,0 days 00:00:29.125135,,FeatureWiz,0.04252783673374261,exponential,50,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostRegressor(learning_rate=0.04252783673374261,
                                                                     loss='exponential',
                                                                     random_state=120)))])",no,FeatureWiz,,retained,no,26.479829439253816,17.070677044673477,54.560414447372416,27.05832455873472,17.154552862739852,63.410132757897465,COMPLETE
19,63.616003460981034,2022-10-24 16:24:13.610491,2022-10-24 16:24:42.367083,0 days 00:00:28.756592,,FeatureWiz,0.012676446960034438,exponential,50,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostRegressor(learning_rate=0.012676446960034438,
                                                                     loss='exponential',
                                                                     random_state=120)))])",no,FeatureWiz,,retained,no,27.55005126516497,17.359759854101238,59.70769297220105,28.076749346263366,17.342812158855676,63.616003460981034,COMPLETE
