number,value,datetime_start,datetime_complete,duration,params_drop_correlated,params_feature_selection,params_learning_rate,params_loss,params_n_estimators,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
0,76.98042305183903,2022-10-24 16:15:49.732100,2022-10-24 16:16:15.437914,0 days 00:00:25.705814,no,MutualInformation,0.2269400239799676,square,50,2.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.2269400239799676,
                                                                     loss='square',
                                                                     random_state=120),
                                             number=2))])",no,MutualInformation,2.0,retained,no,32.63099958759014,22.807135468762354,67.37894517458217,33.449528849520526,22.812840421825598,76.98042305183903,COMPLETE
1,70.37188143264768,2022-10-24 16:16:15.598334,2022-10-24 16:17:08.671554,0 days 00:00:53.073220,no,FeatureImportance_ET,0.19672973771441027,exponential,50,17.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostRegressor(learning_rate=0.19672973771441027,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=17))])",no,FeatureImportance_ET,17.0,retained,no,33.22717104415805,24.3615267184109,59.08994240997742,34.08099437176595,24.41755468240019,70.37188143264768,COMPLETE
2,69.36136443012775,2022-10-24 16:17:08.825005,2022-10-24 16:17:17.902273,0 days 00:00:09.077268,no,ANOVA,0.11558731300817444,exponential,50,5.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostRegressor(learning_rate=0.11558731300817444,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=5))])",no,ANOVA,5.0,retained,no,31.409249931794076,21.235350816031865,61.05580366964633,32.08089710152476,21.292440716799472,69.36136443012775,COMPLETE
3,64.96518922510656,2022-10-24 16:17:18.051265,2022-10-24 16:18:14.790634,0 days 00:00:56.739369,no,FeatureImportance_ET,0.016384208318465147,square,50,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostRegressor(learning_rate=0.016384208318465147,
                                                                     loss='square',
                                                                     random_state=120),
                                             number=14))])",no,FeatureImportance_ET,14.0,retained,no,27.194675442772375,17.43017333738526,59.185421491920174,27.823668298267663,17.416822536389677,64.96518922510656,COMPLETE
4,77.84844247881652,2022-10-24 16:18:14.936895,2022-10-24 16:18:45.169345,0 days 00:00:30.232450,yes,FeatureImportance_ET,0.31841746548463373,linear,50,7.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostRegressor(learning_rate=0.31841746548463373,
                                                                     random_state=120),
                                             number=7))])",yes,FeatureImportance_ET,7.0,retained,no,35.92864455893355,23.67023454302394,67.51042038496945,36.71947682813627,23.701868731356644,77.84844247881652,COMPLETE
5,72.43564093949243,2022-10-24 16:18:45.324598,2022-10-24 16:19:14.099010,0 days 00:00:28.774412,,FeatureWiz,0.1865703477943855,linear,50,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostRegressor(learning_rate=0.1865703477943855,
                                                                     random_state=120)))])",no,FeatureWiz,,retained,no,33.409594281222184,23.31312017304542,61.45984890556546,34.26974296932198,23.418912491885777,72.43564093949243,COMPLETE
6,71.56001069517488,2022-10-24 16:19:14.251617,2022-10-24 16:19:42.957862,0 days 00:00:28.706245,,FeatureWiz,0.17275260783126667,square,50,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostRegressor(learning_rate=0.17275260783126667,
                                                                     loss='square',
                                                                     random_state=120)))])",no,FeatureWiz,,retained,no,32.55646374202502,22.529470769534655,65.0962004518267,33.07692084496105,22.5147814934132,71.56001069517488,COMPLETE
7,81.66817411598623,2022-10-24 16:19:43.107661,2022-10-24 16:20:00.313223,0 days 00:00:17.205562,yes,Lasso,0.31351008000289554,square,50,21.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=AdaBoostRegressor(learning_rate=0.31351008000289554,
                                                                     loss='square',
                                                                     random_state=120),
                                             number=21))])",yes,Lasso,21.0,retained,no,35.13772401454626,23.52729442295082,70.39376711596624,36.1143404197791,23.553223345151817,81.66817411598623,COMPLETE
8,71.27967940286429,2022-10-24 16:20:00.447988,2022-10-24 16:20:19.061662,0 days 00:00:18.613674,yes,Lasso,0.07160893603106805,exponential,50,29.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=AdaBoostRegressor(learning_rate=0.07160893603106805,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=29))])",yes,Lasso,29.0,retained,no,29.089866982983523,19.885440151223595,56.13266135151728,29.991682920250017,19.995015338328866,71.27967940286429,COMPLETE
9,64.15712718320934,2022-10-24 16:20:19.215427,2022-10-24 16:20:38.974341,0 days 00:00:19.758914,yes,MutualInformation,0.01841738215506896,square,50,27.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.01841738215506896,
                                                                     loss='square',
                                                                     random_state=120),
                                             number=27))])",yes,MutualInformation,27.0,retained,no,27.00501395963938,17.03648931708561,58.15392266059009,27.51925787857135,17.00749153491139,64.15712718320934,COMPLETE
