number,value,datetime_start,datetime_complete,duration,params_drop_correlated,params_feature_selection,params_learning_rate,params_loss,params_n_estimators,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,61.795068021429046,2022-10-24 16:11:17.421501,2022-10-24 16:11:50.037157,0 days 00:00:32.615656,yes,FeatureImportance_ET,0.01179957007681416,square,50,12.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostRegressor(learning_rate=0.01179957007681416,
                                                                     loss='square',
                                                                     random_state=120),
                                             number=12))])",yes,FeatureImportance_ET,12.0,retained,no,27.08705345079257,17.069789614543158,57.44131916408319,27.508993796728642,16.92236887434609,61.795068021429046,COMPLETE
11,64.9609006930833,2022-10-24 16:11:50.186739,2022-10-24 16:12:19.652186,0 days 00:00:29.465447,no,MutualInformation,0.0324550877931763,square,50,12.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.0324550877931763,
                                                                     loss='square',
                                                                     random_state=120),
                                             number=12))])",no,MutualInformation,12.0,retained,no,27.746694445539003,17.94098002590913,55.82664531168816,28.490508673949922,17.984831150990075,64.9609006930833,COMPLETE
12,66.28611075733697,2022-10-24 16:12:19.805170,2022-10-24 16:13:14.217943,0 days 00:00:54.412773,no,FeatureImportance_ET,0.056520919862754544,square,50,18.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostRegressor(learning_rate=0.056520919862754544,
                                                                     loss='square',
                                                                     random_state=120),
                                             number=18))])",no,FeatureImportance_ET,18.0,retained,no,26.819045612100336,17.518933793827248,53.558494969823776,27.800345245878322,17.480366757389646,66.28611075733697,COMPLETE
13,59.599509574814874,2022-10-24 16:13:14.364926,2022-10-24 16:13:34.071840,0 days 00:00:19.706914,yes,MutualInformation,0.014871122002103292,exponential,50,27.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.014871122002103292,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=27))])",yes,MutualInformation,27.0,retained,no,27.232411210543347,17.66468593724981,55.588680968375456,27.77060903755169,17.652699972520846,59.599509574814874,COMPLETE
14,59.34592846626898,2022-10-24 16:13:34.225300,2022-10-24 16:13:54.379526,0 days 00:00:20.154226,yes,MutualInformation,0.019823565387931476,exponential,50,23.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.019823565387931476,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=23))])",yes,MutualInformation,23.0,retained,no,27.19615171498978,17.84377101620625,55.08762783513711,27.774602609061898,17.88630019073413,59.34592846626898,COMPLETE
15,59.708234816851274,2022-10-24 16:13:54.529960,2022-10-24 16:14:14.428735,0 days 00:00:19.898775,yes,MutualInformation,0.018526544409832986,exponential,50,24.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.018526544409832986,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=24))])",yes,MutualInformation,24.0,retained,no,27.323781668685772,17.753265349942993,55.481495312103256,27.870497976181827,17.798796857395654,59.708234816851274,COMPLETE
16,59.778955077856814,2022-10-24 16:14:14.574832,2022-10-24 16:14:34.790663,0 days 00:00:20.215831,yes,Lasso,0.013420267070472397,exponential,50,29.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=AdaBoostRegressor(learning_rate=0.013420267070472397,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=29))])",yes,Lasso,29.0,retained,no,27.354228876001127,17.754984967839174,55.899051672767264,27.843762190794507,17.700866002994253,59.778955077856814,COMPLETE
17,60.76588138151336,2022-10-24 16:14:34.951616,2022-10-24 16:14:55.213132,0 days 00:00:20.261516,yes,MutualInformation,0.012356987364941088,linear,50,23.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.012356987364941088,
                                                                     random_state=120),
                                             number=23))])",yes,MutualInformation,23.0,retained,no,27.336914597733408,17.556665489955805,56.31415534321351,27.809736192855222,17.51976679019055,60.76588138151336,COMPLETE
18,62.81403846453244,2022-10-24 16:14:55.355712,2022-10-24 16:15:15.411153,0 days 00:00:20.055441,yes,MutualInformation,0.059003877409430215,exponential,50,30.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.059003877409430215,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=30))])",yes,MutualInformation,30.0,retained,no,25.626786683560393,16.958786756355273,51.53710811370184,26.466636946657758,16.999153514500115,62.81403846453244,COMPLETE
19,59.843586359175426,2022-10-24 16:15:15.567982,2022-10-24 16:15:28.027516,0 days 00:00:12.459534,yes,ANOVA,0.013632051121932876,exponential,50,22.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=AdaBoostRegressor(learning_rate=0.013632051121932876,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=22))])",yes,ANOVA,22.0,retained,no,27.340583163805785,17.74392045690306,55.70611449185412,27.90145811259789,17.737581108215178,59.843586359175426,COMPLETE
