number,value,datetime_start,datetime_complete,duration,params_drop_correlated,params_feature_selection,params_learning_rate,params_loss,params_n_estimators,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,64.61961489070907,2022-10-24 16:01:17.109188,2022-10-24 16:01:36.302700,0 days 00:00:19.193512,yes,MutualInformation,0.03464992321362949,linear,50,12.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.03464992321362949,
                                                                     random_state=120),
                                             number=12))])",yes,MutualInformation,12.0,retained,no,27.33805459446597,17.880697620495447,56.251074780704414,27.9030712932055,17.904257835702726,64.61961489070907,COMPLETE
11,61.654885692018375,2022-10-24 16:01:36.445695,2022-10-24 16:02:06.134151,0 days 00:00:29.688456,no,MutualInformation,0.01093531601221841,exponential,50,12.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.01093531601221841,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=12))])",no,MutualInformation,12.0,retained,no,27.27168647522859,17.78207337565878,58.60646806380479,27.803804827001045,17.7929169610761,61.654885692018375,COMPLETE
12,61.45464815717482,2022-10-24 16:02:06.288627,2022-10-24 16:02:38.557042,0 days 00:00:32.268415,no,MutualInformation,0.026425201101309567,exponential,50,19.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.026425201101309567,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=19))])",no,MutualInformation,19.0,retained,no,26.929969287758663,17.777437404775824,57.24626815778279,27.526581318010262,17.95438090894081,61.45464815717482,COMPLETE
13,61.49171165946285,2022-10-24 16:02:38.710637,2022-10-24 16:03:11.221476,0 days 00:00:32.510839,no,MutualInformation,0.012477361148898088,exponential,50,20.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.012477361148898088,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=20))])",no,MutualInformation,20.0,retained,no,27.197677481524725,17.737795753723415,58.50032725593212,27.667958561311675,17.734577091246766,61.49171165946285,COMPLETE
14,67.39415053390074,2022-10-24 16:03:11.378354,2022-10-24 16:03:44.166372,0 days 00:00:32.788018,no,MutualInformation,0.059835905241158074,exponential,50,21.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=AdaBoostRegressor(learning_rate=0.059835905241158074,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=21))])",no,MutualInformation,21.0,retained,no,28.83010629579373,19.066842424475237,56.934298296562325,29.46312774358823,18.977091644487018,67.39415053390074,COMPLETE
15,61.62308249000451,2022-10-24 16:03:44.307714,2022-10-24 16:03:59.195516,0 days 00:00:14.887802,no,ANOVA,0.01753655153366301,exponential,50,20.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostRegressor(learning_rate=0.01753655153366301,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=20))])",no,ANOVA,20.0,retained,no,26.924306730531594,17.79588253902706,58.045755812411045,27.417848161527562,17.88982616857417,61.62308249000451,COMPLETE
16,62.75463428444343,2022-10-24 16:03:59.353776,2022-10-24 16:04:28.960892,0 days 00:00:29.607116,,FeatureWiz,0.01439458360320941,linear,50,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostRegressor(learning_rate=0.01439458360320941,
                                                                     random_state=120)))])",no,FeatureWiz,,retained,no,27.254161708226132,17.76317788831274,58.46157705328562,27.81533460853703,17.798881488469544,62.75463428444343,COMPLETE
17,61.617916941339594,2022-10-24 16:04:29.112190,2022-10-24 16:05:02.707284,0 days 00:00:33.595094,no,Lasso,0.012964053008486725,exponential,50,23.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=AdaBoostRegressor(learning_rate=0.012964053008486725,
                                                                     loss='exponential',
                                                                     random_state=120),
                                             number=23))])",no,Lasso,23.0,retained,no,27.19109226341561,17.688149627975054,58.56980255399975,27.686038106316172,17.75053008301698,61.617916941339594,COMPLETE
18,61.0239978372252,2022-10-24 16:05:02.860145,2022-10-24 16:05:32.243193,0 days 00:00:29.383048,,FeatureWiz,0.03335740581480783,exponential,50,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostRegressor(learning_rate=0.03335740581480783,
                                                                     loss='exponential',
                                                                     random_state=120)))])",no,FeatureWiz,,retained,no,26.484630303134196,17.630798003463905,55.15147062581726,27.01783663380216,17.705267516729045,61.0239978372252,COMPLETE
19,66.8953563270343,2022-10-24 16:05:32.397680,2022-10-24 16:06:01.404279,0 days 00:00:29.006599,,FeatureWiz,0.057318165376017804,exponential,50,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostRegressor(learning_rate=0.057318165376017804,
                                                                     loss='exponential',
                                                                     random_state=120)))])",no,FeatureWiz,,retained,no,29.23454248615271,19.63562177656988,56.759249530163906,29.926726427167864,19.703082769421112,66.8953563270343,COMPLETE
