number,value,datetime_start,datetime_complete,duration,params_alpha,params_drop_correlated,params_feature_selection,params_l1_ratio,params_max_iter,params_number_features,params_outlier_indicator,params_scaling,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,150.35143469332195,2022-10-23 20:15:52.977329,2022-10-23 20:19:24.231708,0 days 00:03:31.254379,2.5625249494346306e-06,no,FeatureImportance_ET,0.0018312197116786728,10000,26.0,retained,Robust,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Robust')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=ElasticNet(alpha=2.5625249494346306e-06,
                                                              l1_ratio=0.0018312197116786728,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=26,
                                             scaling_indicator='Robust'))])",no,FeatureImportance_ET,26.0,retained,Robust,80.71175543646486,52.437096500421916,150.1485469605199,80.90521747974658,52.65887551827726,150.35143469332195,COMPLETE
11,173.4365544237285,2022-10-23 20:19:24.362543,2022-10-23 20:20:20.828647,0 days 00:00:56.466104,2.1993530564169568e-05,no,FeatureImportance_ET,0.004052108224269309,10000,4.0,retained,Robust,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Robust')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=ElasticNet(alpha=2.1993530564169568e-05,
                                                              l1_ratio=0.004052108224269309,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=4,
                                             scaling_indicator='Robust'))])",no,FeatureImportance_ET,4.0,retained,Robust,102.93954843454804,77.28764383430435,173.44526596257887,102.9725565547913,77.43631542609018,173.4365544237285,COMPLETE
12,150.54950562941133,2022-10-23 20:20:20.974052,2022-10-23 20:21:46.348006,0 days 00:01:25.373954,0.00021902602340814103,no,FeatureImportance_ET,0.00014401862022202558,10000,15.0,retained,Combine,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Combine')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=ElasticNet(alpha=0.00021902602340814103,
                                                              l1_ratio=0.00014401862022202558,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=15,
                                             scaling_indicator='Combine'))])",no,FeatureImportance_ET,15.0,retained,Combine,80.71288379726292,52.81433631351038,150.39967035367417,80.88000066109527,52.952434654484534,150.54950562941133,COMPLETE
13,150.34450061021758,2022-10-23 20:21:46.548568,2022-10-23 20:25:17.864803,0 days 00:03:31.316235,1.5839112456982745e-06,no,MutualInformation,2.3607260194154868e-06,10000,30.0,retained,Combine,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Combine')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=ElasticNet(alpha=1.5839112456982745e-06,
                                                              l1_ratio=2.3607260194154868e-06,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=30,
                                             scaling_indicator='Combine'))])",no,MutualInformation,30.0,retained,Combine,80.70131932071966,52.415962921970475,150.18181849828565,80.87176069156685,52.66693955908378,150.34450061021758,COMPLETE
14,150.34405302908576,2022-10-23 20:25:18.017179,2022-10-23 20:28:48.554835,0 days 00:03:30.537656,2.428380317151988e-05,no,MutualInformation,2.7343040878729707e-06,10000,30.0,retained,Combine,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Combine')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=ElasticNet(alpha=2.428380317151988e-05,
                                                              l1_ratio=2.7343040878729707e-06,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=30,
                                             scaling_indicator='Combine'))])",no,MutualInformation,30.0,retained,Combine,80.69350839586787,52.4412898994903,150.18220834021943,80.86491485308657,52.71822207225626,150.34405302908576,COMPLETE
15,150.3444634044335,2022-10-23 20:28:48.706081,2022-10-23 20:32:21.035623,0 days 00:03:32.329542,6.748571697528971e-06,no,MutualInformation,2.7763727910089556e-06,10000,30.0,retained,Standard,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=ElasticNet(alpha=6.748571697528971e-06,
                                                              l1_ratio=2.7763727910089556e-06,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=30,
                                             scaling_indicator='Standard'))])",no,MutualInformation,30.0,retained,Standard,80.69970822110737,52.43705307141098,150.18183400574142,80.87016712237765,52.67869485661021,150.3444634044335,COMPLETE
16,150.32529928837167,2022-10-23 20:32:21.182254,2022-10-23 20:35:31.481755,0 days 00:03:10.299501,1.093740255749862e-06,no,Lasso,1.6181410012283067e-05,10000,29.0,retained,Standard,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=ElasticNet(alpha=1.093740255749862e-06,
                                                              l1_ratio=1.6181410012283067e-05,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=29,
                                             scaling_indicator='Standard'))])",no,Lasso,29.0,retained,Standard,80.68147284980239,52.38644745469261,150.16819050276558,80.85774579618527,52.505476485304825,150.32529928837167,COMPLETE
17,150.33396024671728,2022-10-23 20:35:31.623407,2022-10-23 20:38:02.692639,0 days 00:02:31.069232,3.6272415035801804e-06,no,Lasso,0.0001013529692378091,10000,22.0,retained,Standard,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=ElasticNet(alpha=3.6272415035801804e-06,
                                                              l1_ratio=0.0001013529692378091,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=22,
                                             scaling_indicator='Standard'))])",no,Lasso,22.0,retained,Standard,80.69841741378751,52.358866916392365,150.17619028324597,80.87151730548267,52.536912497568835,150.33396024671728,COMPLETE
18,150.6159598404142,2022-10-23 20:38:02.839797,2022-10-23 20:40:23.940273,0 days 00:02:21.100476,1.1326617149283509e-06,no,Lasso,0.0001179614023604378,10000,21.0,retained,MinMax,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='MinMax')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=ElasticNet(alpha=1.1326617149283509e-06,
                                                              l1_ratio=0.0001179614023604378,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=21,
                                             scaling_indicator='MinMax'))])",no,Lasso,21.0,retained,MinMax,81.29068389711396,53.265226808507066,150.4629597738824,81.4450216421692,53.50734247443071,150.6159598404142,COMPLETE
19,150.61218676634385,2022-10-23 20:40:24.073631,2022-10-23 20:42:51.020086,0 days 00:02:26.946455,4.1717885830405204e-05,no,Lasso,0.000284193101334066,10000,21.0,retained,Standard,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=ElasticNet(alpha=4.1717885830405204e-05,
                                                              l1_ratio=0.000284193101334066,
                                                              max_iter=10000,
                                                              random_state=120),
                                             number=21,
                                             scaling_indicator='Standard'))])",no,Lasso,21.0,retained,Standard,81.29342136374436,53.21558212147553,150.4580714474914,81.4468056512078,53.44992750996183,150.61218676634385,COMPLETE
