number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_drop_correlated,params_feature_selection,params_max_depth,params_n_estimators,params_n_jobs,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
0,56.186751553400256,2022-10-24 14:07:16.007421,2022-10-24 14:07:48.719595,0 days 00:00:32.712174,66.94888870521439,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=RandomForestRegressor(ccp_alpha=66.94888870521439,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120)))])",no,FeatureWiz,,retained,no,16.607066906238458,9.160988734261355,41.3594694325752,17.881978386316945,9.299540495094131,56.186751553400256,COMPLETE
1,56.25738288069402,2022-10-24 14:07:48.879385,2022-10-24 14:08:24.018661,0 days 00:00:35.139276,74.61438997695103,no,Lasso,10,50,1,11.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=RandomForestRegressor(ccp_alpha=74.61438997695103,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=11))])",no,Lasso,11.0,retained,no,16.849595244206032,9.270478072683195,41.89314627991171,18.05948971896544,9.408907632747313,56.25738288069402,COMPLETE
2,55.93712560837978,2022-10-24 14:08:24.163543,2022-10-24 14:09:20.891682,0 days 00:00:56.728139,73.81358694326958,no,FeatureImportance_ET,10,50,1,17.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=RandomForestRegressor(ccp_alpha=73.81358694326958,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=17))])",no,FeatureImportance_ET,17.0,retained,no,16.80822408401257,9.218260749980253,41.83016964650749,18.01184544356348,9.361641686660498,55.93712560837978,COMPLETE
3,54.65266696559513,2022-10-24 14:09:21.039773,2022-10-24 14:09:56.989831,0 days 00:00:35.950058,63.28637710069775,no,MutualInformation,10,50,1,22.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=RandomForestRegressor(ccp_alpha=63.28637710069775,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=22))])",no,MutualInformation,22.0,retained,no,16.45855670318157,9.161904861136385,40.92673433776042,17.61301085802121,9.284430238505708,54.65266696559513,COMPLETE
4,54.98196491057069,2022-10-24 14:09:57.158655,2022-10-24 14:10:27.748794,0 days 00:00:30.590139,52.07137888864909,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=RandomForestRegressor(ccp_alpha=52.07137888864909,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120)))])",no,FeatureWiz,,retained,no,16.191075491412235,9.145991044160565,39.77689930278359,17.47207330969773,9.26446368207223,54.98196491057069,COMPLETE
5,55.76027614625067,2022-10-24 14:10:27.908047,2022-10-24 14:11:23.976624,0 days 00:00:56.068577,72.6327091836818,no,FeatureImportance_ET,10,50,1,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=RandomForestRegressor(ccp_alpha=72.6327091836818,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=14))])",no,FeatureImportance_ET,14.0,retained,no,16.761347917017172,9.19367995143409,41.757097082678705,17.96863285737403,9.336194515534762,55.76027614625067,COMPLETE
6,56.01378767289171,2022-10-24 14:11:24.132028,2022-10-24 14:11:56.227662,0 days 00:00:32.095634,68.78746101452839,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=RandomForestRegressor(ccp_alpha=68.78746101452839,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120)))])",no,FeatureWiz,,retained,no,16.634051531340358,9.160895668008399,41.500536217662926,17.87676035360114,9.293385736967927,56.01378767289171,COMPLETE
7,54.04884961324647,2022-10-24 14:11:56.379341,2022-10-24 14:12:26.806139,0 days 00:00:30.426798,57.98546032568388,no,MutualInformation,10,50,1,10.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=RandomForestRegressor(ccp_alpha=57.98546032568388,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=10))])",no,MutualInformation,10.0,retained,no,16.315942898360593,9.137660347324934,40.938851014559354,17.411904128285045,9.260768733520104,54.04884961324647,COMPLETE
8,55.04718701584215,2022-10-24 14:12:26.950144,2022-10-24 14:12:57.383205,0 days 00:00:30.433061,53.51450913861298,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=RandomForestRegressor(ccp_alpha=53.51450913861298,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120)))])",no,FeatureWiz,,retained,no,16.214997954708974,9.142240125947616,39.96583673161511,17.49719343326265,9.258991751534513,55.04718701584215,COMPLETE
9,54.680561536211165,2022-10-24 14:12:57.554760,2022-10-24 14:13:28.831595,0 days 00:00:31.276835,65.46780765124223,,FeatureWiz,10,50,1,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=RandomForestRegressor(ccp_alpha=65.46780765124223,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120)))])",no,FeatureWiz,,retained,no,16.55424438955836,9.17095756087668,41.236353167578365,17.712131876347566,9.291219896461355,54.680561536211165,COMPLETE
