number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_drop_correlated,params_feature_selection,params_max_depth,params_n_estimators,params_n_jobs,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,51.67842816260923,2022-10-24 14:24:28.897722,2022-10-24 14:25:03.444594,0 days 00:00:34.546872,51.450212872099414,no,MutualInformation,10,50,1,18.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=RandomForestRegressor(ccp_alpha=51.450212872099414,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=18))])",no,MutualInformation,18.0,retained,no,15.839811094564235,8.36804521751401,39.371633357211145,16.933436582270705,8.47169695178359,51.67842816260923,COMPLETE
11,52.29952021932854,2022-10-24 14:25:03.601073,2022-10-24 14:25:41.789588,0 days 00:00:38.188515,50.13580355878099,no,MutualInformation,10,50,1,29.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=RandomForestRegressor(ccp_alpha=50.13580355878099,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=29))])",no,MutualInformation,29.0,retained,no,15.807933710254828,8.366012923812015,39.11625114391679,16.95866492928985,8.471142899513316,52.29952021932854,COMPLETE
12,51.982888723209044,2022-10-24 14:25:41.945349,2022-10-24 14:26:01.539047,0 days 00:00:19.593698,57.447052042535965,yes,MutualInformation,10,50,1,7.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=RandomForestRegressor(ccp_alpha=57.447052042535965,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=7))])",yes,MutualInformation,7.0,retained,no,16.05710297295515,8.37972606985877,40.88665321568049,16.96258585310069,8.465855018924595,51.982888723209044,COMPLETE
13,53.9952741871038,2022-10-24 14:26:01.678221,2022-10-24 14:26:35.841316,0 days 00:00:34.163095,53.27192948250728,no,Lasso,10,50,1,8.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=RandomForestRegressor(ccp_alpha=53.27192948250728,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=8))])",no,Lasso,8.0,retained,no,15.880512936911726,8.364855494175428,39.708108741128854,17.134091192495944,8.476372567463459,53.9952741871038,COMPLETE
14,53.616791514706314,2022-10-24 14:26:35.993183,2022-10-24 14:26:50.730124,0 days 00:00:14.736941,57.12085789578574,yes,ANOVA,10,50,1,21.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=RandomForestRegressor(ccp_alpha=57.12085789578574,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=21))])",yes,ANOVA,21.0,retained,no,15.996993785445222,8.37164474657754,40.29099336205494,17.16119469396763,8.464770009043633,53.616791514706314,COMPLETE
15,53.54149106411822,2022-10-24 14:26:50.888780,2022-10-24 14:27:26.125827,0 days 00:00:35.237047,51.30495400181547,yes,FeatureImportance_ET,10,50,1,27.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=RandomForestRegressor(ccp_alpha=51.30495400181547,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=27))])",yes,FeatureImportance_ET,27.0,retained,no,15.848065166430382,8.371300270719233,39.389073067583944,17.096556667974117,8.47031862913157,53.54149106411822,COMPLETE
16,218.41354344319646,2022-10-24 14:27:26.283662,2022-10-24 14:27:44.010682,0 days 00:00:17.727020,62.94473839643402,yes,Lasso,10,50,1,3.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=RandomForestRegressor(ccp_alpha=62.94473839643402,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=3))])",yes,Lasso,3.0,retained,no,105.60800158893814,60.35390890927303,198.3272950034731,110.74837078198448,60.47736484466524,218.41354344319646,COMPLETE
17,52.072007493097566,2022-10-24 14:27:44.165741,2022-10-24 14:28:15.311974,0 days 00:00:31.146233,60.28036656570585,yes,FeatureImportance_ET,10,50,1,4.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=RandomForestRegressor(ccp_alpha=60.28036656570585,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=4))])",yes,FeatureImportance_ET,4.0,retained,no,16.1665272794923,8.379737487434491,41.660757919399124,17.026426368007943,8.470528918366236,52.072007493097566,COMPLETE
18,53.28901067615303,2022-10-24 14:28:15.487743,2022-10-24 14:28:37.071212,0 days 00:00:21.583469,55.791414282245015,yes,MutualInformation,10,50,1,16.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=RandomForestRegressor(ccp_alpha=55.791414282245015,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=16))])",yes,MutualInformation,16.0,retained,no,15.95955035852002,8.369331421005734,40.06066860630287,17.11319561730973,8.465825569473077,53.28901067615303,COMPLETE
19,52.949546484116944,2022-10-24 14:28:37.222056,2022-10-24 14:28:46.699107,0 days 00:00:09.477051,52.00326780920616,yes,ANOVA,10,50,1,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=RandomForestRegressor(ccp_alpha=52.00326780920616,
                                                                         max_depth=10,
                                                                         n_estimators=50,
                                                                         n_jobs=1,
                                                                         random_state=120),
                                             number=1))])",yes,ANOVA,1.0,retained,no,16.2853548332717,8.40913428761082,42.005553141133994,17.22461619106525,8.493947154331481,52.949546484116944,COMPLETE
