number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_drop_correlated,params_feature_selection,params_iterations,params_l2_leaf_reg,params_learning_rate,params_loss_function,params_max_depth,params_nan_mode,params_number_features,params_random_strength,params_task_type,params_verbose,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
0,63.54761493446728,2022-10-24 19:16:46.884984,2022-10-24 19:17:16.963048,0 days 00:00:30.078064,Plain,no,MutualInformation,50,6,0.05067541064344856,RMSE,8,Min,2.0,1.7677116470878762,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB4238D780>,
                                             number=2))])",no,MutualInformation,2.0,retained,no,21.144828670414725,9.38264375636331,60.90553850873746,21.370710726174394,9.414866908129087,63.54761493446728,COMPLETE
1,55.96717991289051,2022-10-24 19:17:17.108254,2022-10-24 19:18:08.752252,0 days 00:00:51.643998,Plain,no,FeatureImportance_ET,50,8,0.2552831893354226,RMSE,8,Min,17.0,0.5036148301698937,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB4063FD90>,
                                             number=17))])",no,FeatureImportance_ET,17.0,retained,no,13.759988729878485,5.593149943010991,36.17977532383977,15.805781775742746,5.67760967157673,55.96717991289051,COMPLETE
2,59.51280469783493,2022-10-24 19:18:08.917146,2022-10-24 19:18:17.687840,0 days 00:00:08.770694,Plain,no,ANOVA,50,4,0.10920821986238795,RMSE,7,Min,5.0,1.6255590935040727,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB4238C340>,
                                             number=5))])",no,ANOVA,5.0,retained,no,15.787398135565889,5.636576415685044,56.95654433092173,16.0895220256004,5.65258484720507,59.51280469783493,COMPLETE
3,58.582290791100974,2022-10-24 19:18:17.848212,2022-10-24 19:19:08.851405,0 days 00:00:51.003193,Plain,no,FeatureImportance_ET,50,7,0.21739534049949805,RMSE,4,Min,14.0,6.664161243912641,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41F4D6F0>,
                                             number=14))])",no,FeatureImportance_ET,14.0,retained,no,16.052263623641057,6.205681781095824,48.47363764275726,16.960084201548433,6.30673665275972,58.582290791100974,COMPLETE
4,67.7023705084309,2022-10-24 19:19:09.019120,2022-10-24 19:19:41.188004,0 days 00:00:32.168884,Plain,yes,FeatureImportance_ET,50,9,0.04804496705936604,RMSE,9,Min,7.0,0.13448461220900146,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41F4FE20>,
                                             number=7))])",yes,FeatureImportance_ET,7.0,retained,no,22.975121730874694,10.574611807683134,60.721951979901064,23.580648922222334,10.588452363773671,67.7023705084309,COMPLETE
5,125.4249270332857,2022-10-24 19:19:41.343699,2022-10-24 19:20:08.627075,0 days 00:00:27.283376,Plain,,FeatureWiz,50,8,0.016130738320225792,RMSE,8,Min,,0.4137875589866782,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB4238EDA0>))])",no,FeatureWiz,,retained,no,62.611448872338464,39.671197115173214,124.45601599820486,62.776156021844166,39.63976401709129,125.4249270332857,COMPLETE
6,153.62320225826775,2022-10-24 19:20:08.786105,2022-10-24 19:20:37.452987,0 days 00:00:28.666882,Plain,,FeatureWiz,50,2,0.010228594534651364,RMSE,8,Min,,0.15439807280897833,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41F4C8E0>))])",no,FeatureWiz,,retained,no,80.35978295942736,52.97053791670587,153.25124661885152,80.4416715183224,52.94671971645778,153.62320225826775,COMPLETE
7,59.52455918565673,2022-10-24 19:20:37.757000,2022-10-24 19:21:05.337744,0 days 00:00:27.580744,Plain,yes,Lasso,50,9,0.1716324574251751,RMSE,9,Min,21.0,8.509727642274402,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB40548850>,
                                             number=21))])",yes,Lasso,21.0,retained,no,14.608853460316261,6.024999458060854,39.854606981901895,16.877287397102673,6.179359228565796,59.52455918565673,COMPLETE
8,58.916037142612794,2022-10-24 19:21:05.625527,2022-10-24 19:21:33.895729,0 days 00:00:28.270202,Plain,yes,Lasso,50,2,0.22231825381535705,RMSE,6,Min,29.0,3.9903830735547707,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB4054BA00>,
                                             number=29))])",yes,Lasso,29.0,retained,no,14.415590536282783,5.573998207019649,39.41118140350715,16.339323972119868,5.677775548102589,58.916037142612794,COMPLETE
9,71.54165991911327,2022-10-24 19:21:34.216782,2022-10-24 19:22:01.343946,0 days 00:00:27.127164,Plain,yes,MutualInformation,50,6,0.04313692636022049,RMSE,4,Min,27.0,9.400954430940457,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB4054B280>,
                                             number=27))])",yes,MutualInformation,27.0,retained,no,31.235918755930896,19.84647383089216,69.51995895813523,31.494071482443925,19.908518120794216,71.54165991911327,COMPLETE
