number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_drop_correlated,params_feature_selection,params_iterations,params_l2_leaf_reg,params_learning_rate,params_loss_function,params_max_depth,params_nan_mode,params_number_features,params_random_strength,params_task_type,params_verbose,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,62.05082670033355,2022-10-24 20:23:42.496261,2022-10-24 20:24:15.988312,0 days 00:00:33.492051,Plain,yes,FeatureImportance_ET,50,7,0.22344964915697746,RMSE,9,Min,12.0,0.15183233298236698,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB40546EF0>,
                                             number=12))])",yes,FeatureImportance_ET,12.0,retained,no,13.444721887049313,5.4241392760034755,35.84377674638891,16.348941110804713,5.544543826291643,62.05082670033355,COMPLETE
11,59.43321674722993,2022-10-24 20:24:16.158588,2022-10-24 20:25:07.095636,0 days 00:00:50.937048,Plain,no,FeatureImportance_ET,50,10,0.1857840131391785,RMSE,5,Min,12.0,4.774890788226396,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB40547D60>,
                                             number=12))])",no,FeatureImportance_ET,12.0,retained,no,15.908897593382974,6.16544829785444,49.487938625659986,16.766288766900203,6.184361785526682,59.43321674722993,COMPLETE
12,61.2660916830321,2022-10-24 20:25:07.284919,2022-10-24 20:25:58.291800,0 days 00:00:51.006881,Plain,no,FeatureImportance_ET,50,10,0.08512886715698527,RMSE,6,Min,19.0,3.0328346962969217,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB405446D0>,
                                             number=19))])",no,FeatureImportance_ET,19.0,retained,no,18.18655971149715,8.612503200213679,52.6749352388077,18.950453497801515,8.629833526296853,61.2660916830321,COMPLETE
13,61.445931292915304,2022-10-24 20:25:58.464042,2022-10-24 20:26:25.406830,0 days 00:00:26.942788,Plain,,FeatureWiz,50,10,0.24662487862843485,RMSE,7,Min,,0.3573281496073808,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41EC3760>))])",no,FeatureWiz,,retained,no,14.66574893866953,5.803295012523044,43.34061208467339,16.439617647704242,5.953203848556729,61.445931292915304,COMPLETE
14,59.40260060683511,2022-10-24 20:26:25.573553,2022-10-24 20:27:16.867280,0 days 00:00:51.293727,Plain,no,FeatureImportance_ET,50,8,0.19916801768265754,RMSE,8,Min,15.0,1.342583025090518,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41F09C90>,
                                             number=15))])",no,FeatureImportance_ET,15.0,retained,no,14.551119634277816,5.806026455204751,41.00028210681793,16.334130737841125,5.878690622349214,59.40260060683511,COMPLETE
15,61.25924905288186,2022-10-24 20:27:17.034571,2022-10-24 20:27:25.451770,0 days 00:00:08.417199,Plain,no,ANOVA,50,8,0.23154575236947486,RMSE,4,Min,11.0,0.5824903813154667,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41EC3DF0>,
                                             number=11))])",no,ANOVA,11.0,retained,no,16.067956384377712,5.658001420882388,57.05646150581027,16.486006961167355,5.657026996663627,61.25924905288186,COMPLETE
16,61.301097414571935,2022-10-24 20:27:25.623949,2022-10-24 20:27:52.438915,0 days 00:00:26.814966,Plain,no,MutualInformation,50,10,0.08951112857884698,RMSE,4,Min,14.0,1.060886975337368,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB400E38B0>,
                                             number=14))])",no,MutualInformation,14.0,retained,no,17.515107910489647,7.5414283970506375,56.89870703036569,17.98896665859381,7.560177726026183,61.301097414571935,COMPLETE
17,59.62081616605017,2022-10-24 20:27:52.591704,2022-10-24 20:28:43.571779,0 days 00:00:50.980075,Plain,no,FeatureImportance_ET,50,3,0.27713124151891383,RMSE,9,Min,19.0,1.2723987255966054,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB405476A0>,
                                             number=19))])",no,FeatureImportance_ET,19.0,retained,no,12.70302028238139,5.431419087386689,29.188825990672626,16.317106689019248,5.653914954061034,59.62081616605017,COMPLETE
18,61.324085044485166,2022-10-24 20:28:43.723706,2022-10-24 20:29:11.331858,0 days 00:00:27.608152,Plain,,FeatureWiz,50,10,0.23922725663564304,RMSE,4,Min,,3.568524649121478,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB405450C0>))])",no,FeatureWiz,,retained,no,16.054949587479353,6.14982280427747,51.42308693084187,16.926406567380994,6.213559396663794,61.324085044485166,COMPLETE
19,62.40568287015365,2022-10-24 20:29:11.518888,2022-10-24 20:30:02.850624,0 days 00:00:51.331736,Plain,no,FeatureImportance_ET,50,8,0.08023638630505836,RMSE,9,Min,9.0,3.978325038816278,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41F3E410>,
                                             number=9))])",no,FeatureImportance_ET,9.0,retained,no,17.34397207329442,7.538167686444999,53.56609933521793,18.283520895939343,7.571423652682217,62.40568287015365,COMPLETE
