number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_drop_correlated,params_feature_selection,params_iterations,params_l2_leaf_reg,params_learning_rate,params_loss_function,params_max_depth,params_nan_mode,params_number_features,params_random_strength,params_task_type,params_verbose,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,56.2638726767102,2022-10-24 19:41:09.369314,2022-10-24 19:42:02.655397,0 days 00:00:53.286083,Plain,yes,FeatureImportance_ET,50,7,0.22344964915697746,RMSE,9,Min,12.0,0.15183233298236698,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB405CF190>,
                                             number=12))])",yes,FeatureImportance_ET,12.0,retained,no,13.08149795085839,5.319130645182521,34.25158997155302,15.824689796117624,5.464608742321482,56.2638726767102,COMPLETE
11,55.351446351377376,2022-10-24 19:42:03.029238,2022-10-24 19:43:33.944239,0 days 00:01:30.915001,Plain,no,FeatureImportance_ET,50,10,0.1857840131391785,RMSE,5,Min,12.0,4.774890788226396,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41FF4CD0>,
                                             number=12))])",no,FeatureImportance_ET,12.0,retained,no,15.248870127628349,5.85732860020924,46.971416246347154,16.058269339421113,5.881219031915948,55.351446351377376,COMPLETE
12,55.549892159434485,2022-10-24 19:43:34.235918,2022-10-24 19:45:05.467758,0 days 00:01:31.231840,Plain,no,FeatureImportance_ET,50,6,0.10945271729511424,RMSE,4,Min,19.0,2.863676692254804,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41FF5D20>,
                                             number=19))])",no,FeatureImportance_ET,19.0,retained,no,16.304325793931824,6.928027187705847,50.555147701429185,16.784094729717353,6.929220178710633,55.549892159434485,COMPLETE
13,53.208911125238245,2022-10-24 19:45:05.762510,2022-10-24 19:46:36.399768,0 days 00:01:30.637258,Plain,no,FeatureImportance_ET,50,10,0.2548265418332492,RMSE,6,Min,17.0,0.35123521586178424,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41FF7880>,
                                             number=17))])",no,FeatureImportance_ET,17.0,retained,no,14.485170472897307,5.742449372777142,40.78184115114629,15.777011710827784,5.772250178594803,53.208911125238245,COMPLETE
14,54.349654305247945,2022-10-24 19:46:36.747072,2022-10-24 19:48:08.262029,0 days 00:01:31.514957,Plain,no,FeatureImportance_ET,50,10,0.13944224951269224,RMSE,7,Min,19.0,0.42406540888567673,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41F1F5E0>,
                                             number=19))])",no,FeatureImportance_ET,19.0,retained,no,14.903900749477344,6.0813807291674875,43.421042564650456,16.057947742468688,6.15485775206875,54.349654305247945,COMPLETE
15,53.829286644203215,2022-10-24 19:48:08.568367,2022-10-24 19:48:47.749789,0 days 00:00:39.181422,Plain,no,Lasso,50,10,0.26672202402800665,RMSE,4,Min,18.0,0.3624988106750891,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41F1E3E0>,
                                             number=18))])",no,Lasso,18.0,retained,no,15.558071605466644,6.213034072347043,45.639429346315374,16.384962402984627,6.299648382855484,53.829286644203215,COMPLETE
16,56.90790430552517,2022-10-24 19:48:48.080688,2022-10-24 19:49:30.517739,0 days 00:00:42.437051,Plain,,FeatureWiz,50,9,0.29632826598710343,RMSE,6,Min,,0.11203708470191732,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41F1D030>))])",no,FeatureWiz,,retained,no,14.641736747239667,5.829752380993985,41.933885728840494,16.240927096371504,5.9086393764686775,56.90790430552517,COMPLETE
17,53.73043658269489,2022-10-24 19:49:30.857282,2022-10-24 19:51:02.025359,0 days 00:01:31.168077,Plain,no,FeatureImportance_ET,50,6,0.21072590790094264,RMSE,9,Min,23.0,1.1158457635049095,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41FF5780>,
                                             number=23))])",no,FeatureImportance_ET,23.0,retained,no,13.161407757400774,5.384472642505184,33.43702892061454,15.64493561999121,5.511858301378235,53.73043658269489,COMPLETE
18,53.32764612075548,2022-10-24 19:51:02.317030,2022-10-24 19:52:33.533088,0 days 00:01:31.216058,Plain,no,FeatureImportance_ET,50,5,0.29126568299883476,RMSE,6,Min,15.0,0.367018385047562,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB41FF5F60>,
                                             number=15))])",no,FeatureImportance_ET,15.0,retained,no,14.06849738574588,5.662584303878343,38.16832569250684,15.678376287623598,5.759450496215645,53.32764612075548,COMPLETE
19,57.774519714936595,2022-10-24 19:52:33.826720,2022-10-24 19:52:47.830134,0 days 00:00:14.003414,Plain,no,ANOVA,50,9,0.26837338637462205,RMSE,6,Min,10.0,0.8786429754104051,GPU,False,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=<catboost.core.CatBoostRegressor object at 0x000001AB4054A170>,
                                             number=10))])",no,ANOVA,10.0,retained,no,15.457751471001387,5.593772433551815,53.56780435350854,15.9070584924158,5.610958203067955,57.774519714936595,COMPLETE
