number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_drop_correlated,params_eta,params_eval_metric,params_feature_selection,params_gamma,params_lambda,params_max_depth,params_min_child_weight,params_num_round,params_number_features,params_objective,params_rate_drop,params_single_precision_histogram,params_subsample,params_tree_method,params_verbosity,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,62.379920291927014,2022-10-24 17:52:27.039641,2022-10-24 17:53:04.450327,0 days 00:00:37.410686,56.981523498346114,dart,0.5490572312993758,no,0.1104725282393676,rmse,MutualInformation,1.1793115175598232,0.1635913615677747,2,5.902307028977354,50,5.0,reg:squarederror,0.007154277522098073,True,0.7664481979455867,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=0.1635913615677747,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=2,
                                                                max_leaves=None,
                                                                min_child_weight=5.902307028977354,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=5))])",no,MutualInformation,5.0,retained,no,25.267905260838486,14.701893310180665,59.85057992078804,25.55156335773062,14.65391687199707,62.379920291927014,COMPLETE
11,61.87812159788516,2022-10-24 17:53:04.631764,2022-10-24 17:53:24.524212,0 days 00:00:19.892448,92.79898692638328,dart,0.5707488941397021,yes,0.24263688397029712,rmse,ANOVA,0.2754275774685811,0.1740615213099888,5,48.83941172205898,50,21.0,reg:squarederror,0.1581670418184005,True,0.782952572585239,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=0.1740615213099888,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=5,
                                                                max_leaves=None,
                                                                min_child_weight=48.83941172205898,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=21))])",yes,ANOVA,21.0,retained,no,22.307931948694332,10.367234376074215,58.246424921966614,22.885395024183385,10.440488423336584,61.87812159788516,COMPLETE
12,55.82079716918764,2022-10-24 17:53:24.700269,2022-10-24 17:53:54.762051,0 days 00:00:30.061782,0.9761730121060284,gbtree,0.691431554594799,,0.19045398604821373,rmse,FeatureWiz,8.591480392181277,50.58646043021947,6,0.19752787591832285,50,,reg:squarederror,,True,0.9053562047816426,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                gpu_id=None,
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=50.58646043021947,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=6,
                                                                max_leaves=None,
                                                                min_child_weight=0.19752787591832285,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...)))])",no,FeatureWiz,,retained,no,11.5850840255342,5.709617668513997,24.04872602798788,16.28672190385586,6.115298273747558,55.82079716918764,COMPLETE
13,57.656539429119356,2022-10-24 17:53:54.946918,2022-10-24 17:54:36.387616,0 days 00:00:41.440698,3.27190449490146,gbtree,0.6195186889981005,,0.10043984630569613,rmse,FeatureWiz,9.229912403961906,90.92361096851415,9,0.3911699138132794,50,,reg:squarederror,,True,0.9975744676213526,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                gpu_id=None,
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=90.92361096851415,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=9,
                                                                max_leaves=None,
                                                                min_child_weight=0.3911699138132794,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...)))])",no,FeatureWiz,,retained,no,9.168316355976309,5.396148198476971,15.868273281559631,17.86980519781091,6.811321139628903,57.656539429119356,COMPLETE
14,53.67292029440488,2022-10-24 17:54:36.562518,2022-10-24 17:55:03.861200,0 days 00:00:27.298682,0.25744266730253784,gbtree,0.6582395805676886,,0.24279713398127803,rmse,FeatureWiz,2.148985517548398,49.806644121549105,5,2.3821917453036603,50,,reg:squarederror,,True,0.8981451000265354,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                gpu_id=None,
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=49.806644121549105,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=5,
                                                                max_leaves=None,
                                                                min_child_weight=2.3821917453036603,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...)))])",no,FeatureWiz,,retained,no,13.112656831627433,6.19584856836914,31.382803738490164,16.332391698824175,6.450876980820635,53.67292029440488,COMPLETE
15,58.76578126408242,2022-10-24 17:55:04.055453,2022-10-24 17:55:37.813579,0 days 00:00:33.758126,0.1403923851978115,gbtree,0.5190599537000014,,0.3355785044144342,rmse,FeatureWiz,1.6679177986135532,7.005698866298963,8,2.030237793705228,50,,reg:squarederror,,True,0.8097747657529779,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                gpu_id=None,
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=7.005698866298963,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=8,
                                                                max_leaves=None,
                                                                min_child_weight=2.030237793705228,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...)))])",no,FeatureWiz,,retained,no,11.479927486785629,6.960601825050457,19.513545280315373,21.113384447961913,8.829243503356935,58.76578126408242,COMPLETE
16,56.418522836812706,2022-10-24 17:55:37.976822,2022-10-24 17:56:04.434929,0 days 00:00:26.458107,0.48489766588813227,gbtree,0.6111711703612406,,0.15470256578551078,rmse,FeatureWiz,1.470519135066873,369.6206261505614,2,4.470542931708204,50,,reg:squarederror,,True,0.8246319651379513,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                gpu_id=None,
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=369.6206261505614,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=2,
                                                                max_leaves=None,
                                                                min_child_weight=4.470542931708204,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...)))])",no,FeatureWiz,,retained,no,17.756902136751577,8.769627845823566,52.432242156894574,18.138711371552755,8.779906418921307,56.418522836812706,COMPLETE
17,54.52811356897089,2022-10-24 17:56:04.605248,2022-10-24 17:56:21.359310,0 days 00:00:16.754062,0.11100089077187689,gbtree,0.7006226425400928,yes,0.2617464655630863,rmse,MutualInformation,2.6515501292398755,3.2628574257564296,3,1.0862431447219405,50,16.0,reg:squarederror,,True,0.8969874769401884,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=3.2628574257564296,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=3,
                                                                max_leaves=None,
                                                                min_child_weight=1.0862431447219405,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=16))])",yes,MutualInformation,16.0,retained,no,14.224908197541486,6.050884860048015,39.897089543492406,15.691889647312637,6.113470936778974,54.52811356897089,COMPLETE
18,55.72787853814669,2022-10-24 17:56:21.536148,2022-10-24 17:56:50.700391,0 days 00:00:29.164243,5.354453409788462,dart,0.5087014831147182,yes,0.39672209774154016,rmse,MutualInformation,0.9541043383246212,0.14767936929450912,4,6.962469362133373,50,17.0,reg:squarederror,0.012268391889823751,True,0.8291123756341858,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=0.14767936929450912,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=4,
                                                                max_leaves=None,
                                                                min_child_weight=6.962469362133373,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=17))])",yes,MutualInformation,17.0,retained,no,14.253546473695806,6.13765003711102,38.79319030420056,16.214937435685627,6.234490403026939,55.72787853814669,COMPLETE
19,96.05219181452576,2022-10-24 17:56:50.868885,2022-10-24 17:57:25.446663,0 days 00:00:34.577778,94.16628726201525,dart,0.5604586448202714,,0.21112697937713357,rmse,FeatureWiz,0.12859423058848723,0.8300938991887158,2,0.858711579434855,50,,reg:squarederror,0.23422936349968418,True,0.7634883185662191,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                gpu_id=None,
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=0.8300938991887158,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=2,
                                                                max_leaves=None,
                                                                min_child_weight=0.858711579434855,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...)))])",no,FeatureWiz,,retained,no,48.74178391239872,30.944511883043617,94.32920983396998,49.113729546075064,30.905185004389647,96.05219181452576,COMPLETE
