number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_drop_correlated,params_eta,params_eval_metric,params_feature_selection,params_gamma,params_lambda,params_max_depth,params_min_child_weight,params_num_round,params_number_features,params_objective,params_rate_drop,params_single_precision_histogram,params_subsample,params_tree_method,params_verbosity,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
0,58.600996317986414,2022-10-24 17:48:55.840991,2022-10-24 17:49:17.568316,0 days 00:00:21.727325,36.58201619571843,gbtree,0.5756230914160778,yes,0.2728673568062522,rmse,ANOVA,1.2529078326418606,867.5657456630031,10,6.934884882255505,50,30.0,reg:squarederror,,True,0.7531923985828232,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=867.5657456630031,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=10,
                                                                max_leaves=None,
                                                                min_child_weight=6.934884882255505,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=30))])",yes,ANOVA,30.0,retained,no,10.336443200338882,5.827267992189122,20.360363837135804,18.8748746504379,7.308009306070965,58.600996317986414,COMPLETE
1,57.44040169673218,2022-10-24 17:49:17.757267,2022-10-24 17:49:27.055179,0 days 00:00:09.297912,0.49972784065643716,gbtree,0.8138817266983857,no,0.12541104082730825,rmse,ANOVA,0.2998842372714886,13.360426928449684,6,10.52227463510853,50,5.0,reg:squarederror,,True,0.7607537160280969,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=13.360426928449684,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=6,
                                                                max_leaves=None,
                                                                min_child_weight=10.52227463510853,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=5))])",no,ANOVA,5.0,retained,no,14.336843824896974,5.204434632573812,52.73824711067261,14.9289439368454,5.2718283683138045,57.44040169673218,COMPLETE
2,68.64219483307666,2022-10-24 17:49:27.235353,2022-10-24 17:50:01.037655,0 days 00:00:33.802302,0.34787043973517046,dart,0.8806994124295388,no,0.4293222467350165,rmse,MutualInformation,0.1755526594171832,1.144304732115539,3,2.278283524056196,50,10.0,reg:squarederror,0.44411045084867223,True,0.5207244625040303,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=1.144304732115539,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=3,
                                                                max_leaves=None,
                                                                min_child_weight=2.278283524056196,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=10))])",no,MutualInformation,10.0,retained,no,27.620261383323633,13.707121988494464,65.88892206532535,27.977947505871395,13.848369494485675,68.64219483307666,COMPLETE
3,59.16031385218516,2022-10-24 17:50:01.223380,2022-10-24 17:50:10.737280,0 days 00:00:09.513900,0.8417170868147147,gbtree,0.7588464393866539,no,0.3641706421832429,rmse,ANOVA,0.11276484632956171,66.84068956142526,7,0.6649108135921268,50,1.0,reg:squarederror,,True,0.5511742390254009,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=66.84068956142526,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=7,
                                                                max_leaves=None,
                                                                min_child_weight=0.6649108135921268,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=1))])",no,ANOVA,1.0,retained,no,15.521274612495219,6.084344975358074,54.02181632522738,15.940491950325189,6.126996153554688,59.16031385218516,COMPLETE
4,75.72511978515843,2022-10-24 17:50:10.925327,2022-10-24 17:50:29.820294,0 days 00:00:18.894967,32.169448630473504,dart,0.578606789412157,yes,0.15756729708347114,rmse,ANOVA,2.264111528670267,724.1546454568894,9,98.28857026342195,50,3.0,reg:squarederror,0.00022084789574957898,True,0.8063615736488038,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=724.1546454568894,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=9,
                                                                max_leaves=None,
                                                                min_child_weight=98.28857026342195,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=3))])",yes,ANOVA,3.0,retained,no,31.537625042337563,17.612898769856773,76.11577455422486,31.55640564739318,17.58974845761068,75.72511978515843,COMPLETE
5,105.1153651234198,2022-10-24 17:50:29.989294,2022-10-24 17:51:04.809324,0 days 00:00:34.820030,2.6394938042194647,dart,0.5481390983549954,yes,0.13527225939740295,rmse,FeatureImportance_ET,4.148762326769556,179.60496801902553,3,40.188011769867735,50,1.0,reg:squarederror,0.6476545523889669,True,0.9699485542260512,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=179.60496801902553,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=3,
                                                                max_leaves=None,
                                                                min_child_weight=40.188011769867735,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=1))])",yes,FeatureImportance_ET,1.0,retained,no,50.20106343416484,27.30211968685872,104.02493676531772,50.31467659931754,27.267907900891924,105.1153651234198,COMPLETE
6,57.32988382442668,2022-10-24 17:51:04.980218,2022-10-24 17:51:22.238804,0 days 00:00:17.258586,24.633639915275843,gbtree,0.7136876959147768,yes,0.4253978959550673,rmse,Lasso,3.588413732903671,0.49343128341858433,4,0.9679894381080256,50,12.0,reg:squarederror,,True,0.6535811897974644,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=0.49343128341858433,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=4,
                                                                max_leaves=None,
                                                                min_child_weight=0.9679894381080256,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=12))])",yes,Lasso,12.0,retained,no,13.147389951679727,6.1598030204492185,29.407354415011696,16.656149550431497,6.2325772608837875,57.32988382442668,COMPLETE
7,56.34000606747649,2022-10-24 17:51:22.427887,2022-10-24 17:51:49.532300,0 days 00:00:27.104413,3.952661138827788,gbtree,0.5937514899812381,,0.20066529636002362,rmse,FeatureWiz,6.248124190244881,362.4796342211043,5,0.12135371798270747,50,,reg:squarederror,,True,0.7273005500777981,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                gpu_id=None,
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=362.4796342211043,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=5,
                                                                max_leaves=None,
                                                                min_child_weight=0.12135371798270747,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...)))])",no,FeatureWiz,,retained,no,13.676393013835352,6.6836757156136075,32.02711498675136,16.788695715335496,6.920871277156576,56.34000606747649,COMPLETE
8,54.49597428970699,2022-10-24 17:51:49.715435,2022-10-24 17:52:09.423105,0 days 00:00:19.707670,91.6641570879104,dart,0.5448322441663604,yes,0.2530829634322601,rmse,ANOVA,0.3440013333198808,0.11390126989782559,4,11.252323581932279,50,13.0,reg:squarederror,0.0022064683326116414,True,0.8832976330697873,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=0.11390126989782559,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=4,
                                                                max_leaves=None,
                                                                min_child_weight=11.252323581932279,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=13))])",yes,ANOVA,13.0,retained,no,14.413611557248336,5.993229115214846,41.51855886888262,15.995726152636143,6.092692761822916,54.49597428970699,COMPLETE
9,58.487365312524226,2022-10-24 17:52:09.611484,2022-10-24 17:52:26.858414,0 days 00:00:17.246930,8.61444620627157,gbtree,0.7344659125841444,yes,0.4024311383591036,rmse,MutualInformation,1.731504659578251,0.1577264532000003,5,0.22909901461932,50,2.0,reg:squarederror,,True,0.8918098657195069,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=0.1577264532000003,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=5,
                                                                max_leaves=None,
                                                                min_child_weight=0.22909901461932,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=2))])",yes,MutualInformation,2.0,retained,no,15.08434805260877,5.734172574444173,53.68248632097406,15.483818511911124,5.77419407243978,58.487365312524226,COMPLETE
