number,value,datetime_start,datetime_complete,duration,params_alpha,params_drop_correlated,params_epsilon,params_feature_selection,params_max_iter,params_number_features,params_scaling,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
0,163.08186673166404,2022-10-23 17:12:22.160182,2022-10-23 17:12:56.719168,0 days 00:00:34.558986,0.0011960595789168287,no,1.6050058888336762,Lasso,10000,22.0,Combine,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Combine')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=HuberRegressor(alpha=0.0011960595789168287,
                                                                  epsilon=1.6050058888336762,
                                                                  max_iter=10000),
                                             number=22,
                                             scaling_indicator='Combine'))])",no,Lasso,22.0,retained,Combine,57.593498948400416,22.26098963413148,163.31062451396005,57.67733514346529,22.26415227052156,163.08186673166404,COMPLETE
1,196.94603945410788,2022-10-23 17:12:56.876106,2022-10-23 17:13:08.373706,0 days 00:00:11.497600,0.5191117586277005,no,1.2837507623766935,ANOVA,10000,22.0,MinMax,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='MinMax')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=HuberRegressor(alpha=0.5191117586277005,
                                                                  epsilon=1.2837507623766935,
                                                                  max_iter=10000),
                                             number=22,
                                             scaling_indicator='MinMax'))])",no,ANOVA,22.0,retained,MinMax,66.60424228827702,11.304034855098296,197.1903376867164,66.6088932781429,11.289686216805995,196.94603945410788,COMPLETE
2,200.44694638473314,2022-10-23 17:13:08.522666,2022-10-23 17:13:41.962938,0 days 00:00:33.440272,2.630636140950781e-05,,1.0570390583347136,FeatureWiz,10000,,MinMax,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='MinMax')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=HuberRegressor(alpha=2.630636140950781e-05,
                                                                  epsilon=1.0570390583347136,
                                                                  max_iter=10000),
                                             scaling_indicator='MinMax'))])",no,FeatureWiz,,retained,MinMax,68.904184212646,13.794440584420576,200.7825892342622,68.89335631688505,13.83288615822031,200.44694638473314,COMPLETE
3,160.25371238013727,2022-10-23 17:13:42.147058,2022-10-23 17:14:45.906429,0 days 00:01:03.759371,4.338095989017037e-06,no,1.8747103274076782,FeatureImportance_ET,10000,9.0,Standard,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HuberRegressor(alpha=4.338095989017037e-06,
                                                                  epsilon=1.8747103274076782,
                                                                  max_iter=10000),
                                             number=9,
                                             scaling_indicator='Standard'))])",no,FeatureImportance_ET,9.0,retained,Standard,58.54167456546355,24.988814001646233,160.47554662796912,58.61158652183527,25.10374604071374,160.25371238013727,COMPLETE
4,183.7343831532951,2022-10-23 17:14:46.076062,2022-10-23 17:15:10.275986,0 days 00:00:24.199924,8.251073924929414e-05,yes,1.8079844837530312,MutualInformation,10000,8.0,Robust,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Robust')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=HuberRegressor(alpha=8.251073924929414e-05,
                                                                  epsilon=1.8079844837530312,
                                                                  max_iter=10000),
                                             number=8,
                                             scaling_indicator='Robust'))])",yes,MutualInformation,8.0,retained,Robust,70.81630311415073,27.838319218591863,184.01662859268444,70.81288945816961,27.85034556047593,183.7343831532951,COMPLETE
5,197.7733460593669,2022-10-23 17:15:10.430705,2022-10-23 17:15:44.419225,0 days 00:00:33.988520,0.09094382646940287,,1.2075246218815436,FeatureWiz,10000,,Standard,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=HuberRegressor(alpha=0.09094382646940287,
                                                                  epsilon=1.2075246218815436,
                                                                  max_iter=10000),
                                             scaling_indicator='Standard'))])",no,FeatureWiz,,retained,Standard,68.830898866336,15.467657497857727,198.21680116760058,68.78158044824424,15.599444771841895,197.7733460593669,COMPLETE
6,187.6651686463894,2022-10-23 17:15:44.584574,2022-10-23 17:15:53.659042,0 days 00:00:09.074468,0.10593246274874238,yes,1.6838241552008708,ANOVA,10000,3.0,Standard,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=HuberRegressor(alpha=0.10593246274874238,
                                                                  epsilon=1.6838241552008708,
                                                                  max_iter=10000),
                                             number=3,
                                             scaling_indicator='Standard'))])",yes,ANOVA,3.0,retained,Standard,70.56564793040964,22.648243910989393,187.94292322967854,70.55534994777521,22.655567109876376,187.6651686463894,COMPLETE
7,163.94468292179133,2022-10-23 17:15:53.811077,2022-10-23 17:16:04.324675,0 days 00:00:10.513598,0.2960412804156586,no,1.7451742245692197,ANOVA,10000,13.0,Standard,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=HuberRegressor(alpha=0.2960412804156586,
                                                                  epsilon=1.7451742245692197,
                                                                  max_iter=10000),
                                             number=13,
                                             scaling_indicator='Standard'))])",no,ANOVA,13.0,retained,Standard,57.909212465573205,22.706871018716317,164.2240097999647,57.963539472676324,22.761079753859065,163.94468292179133,COMPLETE
8,166.75789925395785,2022-10-23 17:16:04.485164,2022-10-23 17:17:19.349229,0 days 00:01:14.864065,9.364354273543644e-06,no,1.336189991954704,FeatureImportance_ET,10000,12.0,Standard,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HuberRegressor(alpha=9.364354273543644e-06,
                                                                  epsilon=1.336189991954704,
                                                                  max_iter=10000),
                                             number=12,
                                             scaling_indicator='Standard'))])",no,FeatureImportance_ET,12.0,retained,Standard,57.10716928444884,19.2065036177567,166.9942232023127,57.165179239512554,19.301666158126217,166.75789925395785,COMPLETE
9,238.9153395947793,2022-10-23 17:17:19.505476,2022-10-23 17:17:39.571123,0 days 00:00:20.065647,0.08689123810795973,no,1.4343037627790993,Lasso,10000,1.0,Robust,"Pipeline(memory='Caching',
         steps=[['gaussian_transform',
                 GaussianTransformer(continuous=['NSU', 'Sales at Cost',
                                                 'Gross Sales', 'MRP'])],
                ['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZON...
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Robust')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=HuberRegressor(alpha=0.08689123810795973,
                                                                  epsilon=1.4343037627790993,
                                                                  max_iter=10000),
                                             number=1,
                                             scaling_indicator='Robust'))])",no,Lasso,1.0,retained,Robust,98.21544552652175,35.529433073476916,239.11037133052386,98.21604625275022,35.51546369238307,238.9153395947793,COMPLETE
