number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_device_type,params_drop_correlated,params_drop_rate,params_feature_selection,params_gpu_use_dp,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,params_number_features,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,81.25398009871209,2022-10-24 18:46:36.192802,2022-10-24 18:46:49.660063,0 days 00:00:13.467261,dart,gpu,no,0.014550361158888428,ANOVA,False,0.022679407939439525,63,10,66,0.86320583148023,753,6.0,0.3944041057812969,1.6298524771506977,0.953890889745239,1,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             model=LGBMRegressor(boosting_type='dart',
                                                                 device_type='gpu',
                                                                 drop_rate=0.014550361158888428,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.022679407939439525,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=66,
                                                                 min_split_gain=0.86320583148023,
                                                                 num_leaves=753,
                                                                 random_state=120,
                                                                 reg_alpha=0.3944041057812969,
                                                                 reg_lambda=1.6298524771506977,
                                                                 subsample=0.953890889745239,
                                                                 subsample_freq=1),
                                             number=6))])",no,ANOVA,6.0,retained,no,33.431539309795404,19.21831728408794,80.68862693948529,33.56862985785054,19.270381077028535,81.25398009871209,COMPLETE
11,62.90708917491903,2022-10-24 18:46:49.827644,2022-10-24 18:47:00.883607,0 days 00:00:11.055963,gbdt,gpu,yes,,ANOVA,False,0.1946824255617147,63,6,34,2.166685481367052,2029,18.0,0.41586714492449167,13.96942005556948,0.5166231583954126,10,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='ANOVA',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.1946824255617147,
                                                                 max_bin=63,
                                                                 max_depth=6,
                                                                 min_child_samples=34,
                                                                 min_split_gain=2.166685481367052,
                                                                 num_leaves=2029,
                                                                 random_state=120,
                                                                 reg_alpha=0.41586714492449167,
                                                                 reg_lambda=13.96942005556948,
                                                                 subsample=0.5166231583954126,
                                                                 subsample_freq=10),
                                             number=18))])",yes,ANOVA,18.0,retained,no,15.92220019016689,4.866831802802788,54.66706107189847,17.48722302623092,4.98454451842712,62.90708917491903,COMPLETE
12,62.82473108586424,2022-10-24 18:47:01.060930,2022-10-24 18:47:36.619874,0 days 00:00:35.558944,gbdt,gpu,,,FeatureWiz,False,0.10337116991944918,63,11,47,0.8453985295070593,247,,1.0072549047664303,5.030913491649555,0.6807049768028572,4,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='FeatureWiz',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.10337116991944918,
                                                                 max_bin=63,
                                                                 max_depth=11,
                                                                 min_child_samples=47,
                                                                 min_split_gain=0.8453985295070593,
                                                                 num_leaves=247,
                                                                 random_state=120,
                                                                 reg_alpha=1.0072549047664303,
                                                                 reg_lambda=5.030913491649555,
                                                                 subsample=0.6807049768028572,
                                                                 subsample_freq=4)))])",no,FeatureWiz,,retained,no,14.893310885128338,4.0438878797230675,56.06804751009813,16.69166050510081,4.334094851364619,62.82473108586424,COMPLETE
13,62.35311411424601,2022-10-24 18:47:36.801558,2022-10-24 18:47:58.798027,0 days 00:00:21.996469,gbdt,gpu,yes,,Lasso,False,0.18767002530052637,63,10,68,2.273390456506467,48,17.0,0.9403116095355156,1.5862211989279051,0.6049203123182396,5,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.18767002530052637,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=68,
                                                                 min_split_gain=2.273390456506467,
                                                                 num_leaves=48,
                                                                 random_state=120,
                                                                 reg_alpha=0.9403116095355156,
                                                                 reg_lambda=1.5862211989279051,
                                                                 subsample=0.6049203123182396,
                                                                 subsample_freq=5),
                                             number=17))])",yes,Lasso,17.0,retained,no,15.433150777392711,4.343013739302452,55.97406181264177,17.18474275943338,4.574721295060271,62.35311411424601,COMPLETE
14,64.00891508557267,2022-10-24 18:47:58.976161,2022-10-24 18:48:18.672223,0 days 00:00:19.696062,gbdt,gpu,yes,,ANOVA,False,0.028234866423485598,63,12,57,0.6816495733104848,528,17.0,0.4612963976392961,0.19649893654117517,0.7364460232962015,5,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.028234866423485598,
                                                                 max_bin=63,
                                                                 max_depth=12,
                                                                 min_child_samples=57,
                                                                 min_split_gain=0.6816495733104848,
                                                                 num_leaves=528,
                                                                 random_state=120,
                                                                 reg_alpha=0.4612963976392961,
                                                                 reg_lambda=0.19649893654117517,
                                                                 subsample=0.7364460232962015,
                                                                 subsample_freq=5),
                                             number=17))])",yes,ANOVA,17.0,retained,no,17.81546091277121,5.583108035130638,61.20459752071,18.49776142340298,5.671492847017802,64.00891508557267,COMPLETE
15,62.091873890000805,2022-10-24 18:48:18.848857,2022-10-24 18:48:41.602260,0 days 00:00:22.753403,gbdt,gpu,yes,,Lasso,False,0.11770186653482818,63,11,77,5.034235787424158,923,15.0,0.11603180356493088,1.014023132974058,0.5168277129229865,2,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.11770186653482818,
                                                                 max_bin=63,
                                                                 max_depth=11,
                                                                 min_child_samples=77,
                                                                 min_split_gain=5.034235787424158,
                                                                 num_leaves=923,
                                                                 random_state=120,
                                                                 reg_alpha=0.11603180356493088,
                                                                 reg_lambda=1.014023132974058,
                                                                 subsample=0.5168277129229865,
                                                                 subsample_freq=2),
                                             number=15))])",yes,Lasso,15.0,retained,no,15.810803024715023,4.326468777449505,58.577559842683705,16.856428222741712,4.511294132659587,62.091873890000805,COMPLETE
16,68.69793244735065,2022-10-24 18:48:41.788386,2022-10-24 18:49:11.492658,0 days 00:00:29.704272,dart,gpu,yes,0.7901754142222933,Lasso,False,0.15192165260071047,63,10,84,2.793378252023007,120,21.0,0.6289327024273653,0.5373553383561473,0.5770420502726497,2,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             model=LGBMRegressor(boosting_type='dart',
                                                                 device_type='gpu',
                                                                 drop_rate=0.7901754142222933,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.15192165260071047,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=84,
                                                                 min_split_gain=2.793378252023007,
                                                                 num_leaves=120,
                                                                 random_state=120,
                                                                 reg_alpha=0.6289327024273653,
                                                                 reg_lambda=0.5373553383561473,
                                                                 subsample=0.5770420502726497,
                                                                 subsample_freq=2),
                                             number=21))])",yes,Lasso,21.0,retained,no,22.903818322516077,9.166175335077577,67.18948613318594,23.336757938673255,9.338776718615707,68.69793244735065,COMPLETE
17,75.69464784369177,2022-10-24 18:49:11.671021,2022-10-24 18:49:42.358359,0 days 00:00:30.687338,dart,gpu,yes,0.8043210398399866,Lasso,False,0.10439863976777286,63,10,31,4.099850634938188,2578,13.0,0.15893314940252282,1.113144330439811,0.5200913903247985,2,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             model=LGBMRegressor(boosting_type='dart',
                                                                 device_type='gpu',
                                                                 drop_rate=0.8043210398399866,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.10439863976777286,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=31,
                                                                 min_split_gain=4.099850634938188,
                                                                 num_leaves=2578,
                                                                 random_state=120,
                                                                 reg_alpha=0.15893314940252282,
                                                                 reg_lambda=1.113144330439811,
                                                                 subsample=0.5200913903247985,
                                                                 subsample_freq=2),
                                             number=13))])",yes,Lasso,13.0,retained,no,28.44044155815611,12.20873489894572,73.38937352515728,29.02315280934828,12.346548086993076,75.69464784369177,COMPLETE
18,62.729936430235206,2022-10-24 18:49:42.546265,2022-10-24 18:50:05.881549,0 days 00:00:23.335284,gbdt,gpu,yes,,Lasso,False,0.059787043004248606,63,12,69,8.287386852872523,286,21.0,0.1931357004953866,6.56372827945085,0.6365470270545948,4,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.059787043004248606,
                                                                 max_bin=63,
                                                                 max_depth=12,
                                                                 min_child_samples=69,
                                                                 min_split_gain=8.287386852872523,
                                                                 num_leaves=286,
                                                                 random_state=120,
                                                                 reg_alpha=0.1931357004953866,
                                                                 reg_lambda=6.56372827945085,
                                                                 subsample=0.6365470270545948,
                                                                 subsample_freq=4),
                                             number=21))])",yes,Lasso,21.0,retained,no,15.855638637770673,4.187213234961605,59.26436152914409,16.758827805722778,4.3657935541337975,62.729936430235206,COMPLETE
19,65.42770128882042,2022-10-24 18:50:06.066487,2022-10-24 18:50:20.816005,0 days 00:00:14.749518,gbdt,gpu,yes,,ANOVA,False,0.02959468528330669,63,10,95,11.344671477087566,872,13.0,0.29356102679236756,0.35834041574605524,0.527229444790213,2,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='ANOVA',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.02959468528330669,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=95,
                                                                 min_split_gain=11.344671477087566,
                                                                 num_leaves=872,
                                                                 random_state=120,
                                                                 reg_alpha=0.29356102679236756,
                                                                 reg_lambda=0.35834041574605524,
                                                                 subsample=0.527229444790213,
                                                                 subsample_freq=2),
                                             number=13))])",yes,ANOVA,13.0,retained,no,18.0858652251271,5.250455225542381,64.5484065916085,18.343172617252186,5.283949050019337,65.42770128882042,COMPLETE
