number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_device_type,params_drop_correlated,params_drop_rate,params_feature_selection,params_gpu_use_dp,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,params_number_features,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,64.12083295575553,2022-10-24 18:54:05.735321,2022-10-24 18:54:24.952708,0 days 00:00:19.217387,gbdt,gpu,yes,,Lasso,False,0.17974516143049307,63,10,86,0.2735572133647397,240,14.0,92.71655268368828,6.400540199575033,0.8357013149830943,8,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.17974516143049307,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=86,
                                                                 min_split_gain=0.2735572133647397,
                                                                 num_leaves=240,
                                                                 random_state=120,
                                                                 reg_alpha=92.71655268368828,
                                                                 reg_lambda=6.400540199575033,
                                                                 subsample=0.8357013149830943,
                                                                 subsample_freq=8),
                                             number=14))])",yes,Lasso,14.0,retained,no,15.43556469594529,4.337706910167923,56.796837050635595,17.01704938941323,4.484363260454317,64.12083295575553,COMPLETE
11,63.86845517225081,2022-10-24 18:54:25.127290,2022-10-24 18:54:44.886010,0 days 00:00:19.758720,gbdt,gpu,yes,,Lasso,False,0.20639339634640244,63,10,78,0.4799468482853257,950,20.0,78.35980367891973,0.9701327427087469,0.7388641560679725,6,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.20639339634640244,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=78,
                                                                 min_split_gain=0.4799468482853257,
                                                                 num_leaves=950,
                                                                 random_state=120,
                                                                 reg_alpha=78.35980367891973,
                                                                 reg_lambda=0.9701327427087469,
                                                                 subsample=0.7388641560679725,
                                                                 subsample_freq=6),
                                             number=20))])",yes,Lasso,20.0,retained,no,15.153892462043004,4.2686706522611795,56.46226558274563,16.941942498321904,4.490304559869457,63.86845517225081,COMPLETE
12,64.219887214457,2022-10-24 18:54:45.068631,2022-10-24 18:55:06.978567,0 days 00:00:21.909936,gbdt,gpu,yes,,Lasso,False,0.15275007157431153,63,11,78,10.348395402880348,1778,20.0,68.64926022401426,0.3529073091182005,0.9549101351831814,4,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.15275007157431153,
                                                                 max_bin=63,
                                                                 max_depth=11,
                                                                 min_child_samples=78,
                                                                 min_split_gain=10.348395402880348,
                                                                 num_leaves=1778,
                                                                 random_state=120,
                                                                 reg_alpha=68.64926022401426,
                                                                 reg_lambda=0.3529073091182005,
                                                                 subsample=0.9549101351831814,
                                                                 subsample_freq=4),
                                             number=20))])",yes,Lasso,20.0,retained,no,14.945870855990009,4.2076724164208175,55.12694819935506,17.016819216124457,4.387708874828618,64.219887214457,COMPLETE
13,66.31267016649444,2022-10-24 18:55:07.142302,2022-10-24 18:55:30.634621,0 days 00:00:23.492319,gbdt,gpu,yes,,Lasso,False,0.23931460201028062,63,12,44,1.80582890317077,396,20.0,28.113617947971775,0.46542491743934233,0.7016879243409895,6,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.23931460201028062,
                                                                 max_bin=63,
                                                                 max_depth=12,
                                                                 min_child_samples=44,
                                                                 min_split_gain=1.80582890317077,
                                                                 num_leaves=396,
                                                                 random_state=120,
                                                                 reg_alpha=28.113617947971775,
                                                                 reg_lambda=0.46542491743934233,
                                                                 subsample=0.7016879243409895,
                                                                 subsample_freq=6),
                                             number=20))])",yes,Lasso,20.0,retained,no,13.713847991102872,4.016039856448916,50.80631444092461,17.669140980987063,4.5264143527297875,66.31267016649444,COMPLETE
14,64.79853086433327,2022-10-24 18:55:30.817546,2022-10-24 18:55:52.402880,0 days 00:00:21.585334,gbdt,gpu,yes,,Lasso,False,0.12948481049894772,63,11,72,0.30596487982608733,2021,12.0,97.09940253607408,0.14886779215810775,0.9977455960369891,6,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.12948481049894772,
                                                                 max_bin=63,
                                                                 max_depth=11,
                                                                 min_child_samples=72,
                                                                 min_split_gain=0.30596487982608733,
                                                                 num_leaves=2021,
                                                                 random_state=120,
                                                                 reg_alpha=97.09940253607408,
                                                                 reg_lambda=0.14886779215810775,
                                                                 subsample=0.9977455960369891,
                                                                 subsample_freq=6),
                                             number=12))])",yes,Lasso,12.0,retained,no,15.10678769472092,4.257261249247506,55.47507228125554,17.092664104150302,4.420738201265624,64.79853086433327,COMPLETE
15,64.49010688666533,2022-10-24 18:55:52.578384,2022-10-24 18:56:02.388645,0 days 00:00:09.810261,gbdt,gpu,yes,,ANOVA,False,0.19678179212231656,63,5,97,0.5728881276656529,1098,30.0,35.3241639288766,0.210495916855038,0.6304636285664527,8,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='ANOVA',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.19678179212231656,
                                                                 max_bin=63,
                                                                 max_depth=5,
                                                                 min_child_samples=97,
                                                                 min_split_gain=0.5728881276656529,
                                                                 num_leaves=1098,
                                                                 random_state=120,
                                                                 reg_alpha=35.3241639288766,
                                                                 reg_lambda=0.210495916855038,
                                                                 subsample=0.6304636285664527,
                                                                 subsample_freq=8),
                                             number=30))])",yes,ANOVA,30.0,retained,no,16.83272661830127,5.195164900858014,59.646164647864346,17.566917275160325,5.190178274041558,64.49010688666533,COMPLETE
16,64.28259197242265,2022-10-24 18:56:02.558860,2022-10-24 18:56:34.255104,0 days 00:00:31.696244,gbdt,gpu,,,FeatureWiz,False,0.16236399252396352,63,8,70,0.3564322819670711,1032,,19.437080227416917,0.41408102690257836,0.6589354573008096,2,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='FeatureWiz',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.16236399252396352,
                                                                 max_bin=63,
                                                                 max_depth=8,
                                                                 min_child_samples=70,
                                                                 min_split_gain=0.3564322819670711,
                                                                 num_leaves=1032,
                                                                 random_state=120,
                                                                 reg_alpha=19.437080227416917,
                                                                 reg_lambda=0.41408102690257836,
                                                                 subsample=0.6589354573008096,
                                                                 subsample_freq=2)))])",no,FeatureWiz,,retained,no,15.584328671353617,4.327112793108057,58.816186015663654,16.902060234219935,4.470553495311053,64.28259197242265,COMPLETE
17,61.67077178207944,2022-10-24 18:56:34.428232,2022-10-24 18:57:06.386787,0 days 00:00:31.958555,gbdt,gpu,no,,Lasso,False,0.11538182700285468,63,10,65,0.1848737349085203,1158,19.0,93.8490288327436,0.18796674224507612,0.5974025717976595,8,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.11538182700285468,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=65,
                                                                 min_split_gain=0.1848737349085203,
                                                                 num_leaves=1158,
                                                                 random_state=120,
                                                                 reg_alpha=93.8490288327436,
                                                                 reg_lambda=0.18796674224507612,
                                                                 subsample=0.5974025717976595,
                                                                 subsample_freq=8),
                                             number=19))])",no,Lasso,19.0,retained,no,15.279790311994475,4.3121462261006585,55.686570324677085,16.55285879754035,4.473645203821067,61.67077178207944,COMPLETE
18,60.347006019266985,2022-10-24 18:57:06.556880,2022-10-24 18:57:37.013838,0 days 00:00:30.456958,gbdt,gpu,no,,Lasso,False,0.08845975135162638,63,6,22,0.20029541931388592,1121,12.0,49.11206949499115,0.9086011170495458,0.5668913908965576,8,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.08845975135162638,
                                                                 max_bin=63,
                                                                 max_depth=6,
                                                                 min_child_samples=22,
                                                                 min_split_gain=0.20029541931388592,
                                                                 num_leaves=1121,
                                                                 random_state=120,
                                                                 reg_alpha=49.11206949499115,
                                                                 reg_lambda=0.9086011170495458,
                                                                 subsample=0.5668913908965576,
                                                                 subsample_freq=8),
                                             number=12))])",no,Lasso,12.0,retained,no,14.927367537207365,4.759793750791359,49.39424159533138,16.58207291695282,4.811377314388154,60.347006019266985,COMPLETE
19,64.77998238226205,2022-10-24 18:57:37.196757,2022-10-24 18:58:07.216984,0 days 00:00:30.020227,gbdt,gpu,,,FeatureWiz,False,0.06680266962681836,63,6,25,0.1137893415934374,495,,49.125122078176744,0.565068365106325,0.5001627152350816,6,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='FeatureWiz',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.06680266962681836,
                                                                 max_bin=63,
                                                                 max_depth=6,
                                                                 min_child_samples=25,
                                                                 min_split_gain=0.1137893415934374,
                                                                 num_leaves=495,
                                                                 random_state=120,
                                                                 reg_alpha=49.125122078176744,
                                                                 reg_lambda=0.565068365106325,
                                                                 subsample=0.5001627152350816,
                                                                 subsample_freq=6)))])",no,FeatureWiz,,retained,no,16.134916187992598,4.778511250669619,58.646403576793254,17.174102432224203,4.83497517497172,64.77998238226205,COMPLETE
