number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_criterion,params_drop_correlated,params_feature_selection,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,58.40675347256691,2022-10-24 11:14:04.052983,2022-10-24 11:14:13.443902,0 days 00:00:09.390919,72.48513045408566,squared_error,no,ANOVA,6.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=72.48513045408566,
                                                                         random_state=120),
                                             number=6))])",no,ANOVA,6.0,retained,no,19.68788563811849,10.52893224203486,47.84553771823431,20.5984140595059,10.649988859080837,58.40675347256691,COMPLETE
11,61.538647475127526,2022-10-24 11:14:13.581590,2022-10-24 11:14:22.714592,0 days 00:00:09.133002,73.09048017585543,squared_error,no,ANOVA,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=73.09048017585543,
                                                                         random_state=120),
                                             number=1))])",no,ANOVA,1.0,retained,no,19.57801674025338,10.527220455871195,46.5382187266945,20.745302222176402,10.65132296414547,61.538647475127526,COMPLETE
12,59.38608020464579,2022-10-24 11:14:22.866410,2022-10-24 11:14:51.020603,0 days 00:00:28.154193,71.18807206734417,friedman_mse,no,MutualInformation,10.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=DecisionTreeRegressor(ccp_alpha=71.18807206734417,
                                                                         criterion='friedman_mse',
                                                                         random_state=120),
                                             number=10))])",no,MutualInformation,10.0,retained,no,19.496086862356936,10.524922009250501,45.637982750822935,20.56170211383333,10.639644371769123,59.38608020464579,COMPLETE
13,57.710128777019214,2022-10-24 11:14:51.216732,2022-10-24 11:15:00.573605,0 days 00:00:09.356873,64.21704294483516,squared_error,no,ANOVA,8.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=64.21704294483516,
                                                                         random_state=120),
                                             number=8))])",no,ANOVA,8.0,retained,no,18.889139198210234,10.383423350293643,44.677935221466555,19.91217255641394,10.494945440100716,57.710128777019214,COMPLETE
14,57.71012877701921,2022-10-24 11:15:00.726438,2022-10-24 11:15:09.979332,0 days 00:00:09.252894,60.23922236927736,squared_error,no,ANOVA,5.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=60.23922236927736,
                                                                         random_state=120),
                                             number=5))])",no,ANOVA,5.0,retained,no,18.88913919821024,10.383423350293645,44.677935221466555,19.912172556413942,10.494945440100782,57.71012877701921,COMPLETE
15,61.81400772664566,2022-10-24 11:15:10.128331,2022-10-24 11:15:19.230436,0 days 00:00:09.102105,57.802528007571105,squared_error,no,ANOVA,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=57.802528007571105,
                                                                         random_state=120),
                                             number=1))])",no,ANOVA,1.0,retained,no,18.871130891434607,10.383855639973552,44.53318585232805,20.137571213459115,10.49718796450666,61.81400772664566,COMPLETE
16,57.71012877701921,2022-10-24 11:15:19.399205,2022-10-24 11:15:28.879265,0 days 00:00:09.480060,60.003217940310826,friedman_mse,no,ANOVA,9.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=60.003217940310826,
                                                                         criterion='friedman_mse',
                                                                         random_state=120),
                                             number=9))])",no,ANOVA,9.0,retained,no,18.889139198210234,10.383423350293564,44.677935221466555,19.912172556413935,10.494945440100862,57.71012877701921,COMPLETE
17,57.71012877701921,2022-10-24 11:15:29.042548,2022-10-24 11:15:38.416491,0 days 00:00:09.373943,50.603407652071375,friedman_mse,no,ANOVA,10.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=50.603407652071375,
                                                                         criterion='friedman_mse',
                                                                         random_state=120),
                                             number=10))])",no,ANOVA,10.0,retained,no,18.88913919821024,10.383423350293613,44.677935221466555,19.91217255641394,10.494945440100778,57.71012877701921,COMPLETE
18,58.792313070281324,2022-10-24 11:15:38.566932,2022-10-24 11:15:49.763802,0 days 00:00:11.196870,50.84675740473595,friedman_mse,no,ANOVA,12.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=50.84675740473595,
                                                                         criterion='friedman_mse',
                                                                         random_state=120),
                                             number=12))])",no,ANOVA,12.0,retained,no,18.86301410146147,10.382840401932366,43.75917047598353,19.951041890960305,10.495645998544694,58.792313070281324,COMPLETE
19,57.90897267358675,2022-10-24 11:15:49.908264,2022-10-24 11:15:59.589467,0 days 00:00:09.681203,63.64996937864459,friedman_mse,no,ANOVA,4.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=63.64996937864459,
                                                                         criterion='friedman_mse',
                                                                         random_state=120),
                                             number=4))])",no,ANOVA,4.0,retained,no,18.929782166488433,10.383664946206691,45.44612713929353,19.925662658848157,10.494375294925478,57.90897267358675,COMPLETE
