number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_criterion,params_drop_correlated,params_feature_selection,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
0,65.23102338723295,2022-10-24 11:49:18.675965,2022-10-24 11:49:56.690493,0 days 00:00:38.014528,66.94888870521439,friedman_mse,yes,FeatureImportance_ET,20.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=DecisionTreeRegressor(ccp_alpha=66.94888870521439,
                                                                         criterion='friedman_mse',
                                                                         random_state=120),
                                             number=20))])",yes,FeatureImportance_ET,20.0,retained,no,19.55037592854348,10.165307856349736,45.639510351578565,21.03310756707169,10.198989948852674,65.23102338723295,COMPLETE
1,154.7938492523456,2022-10-24 11:49:56.829654,2022-10-24 11:50:16.898214,0 days 00:00:20.068560,67.96832364353936,poisson,yes,Lasso,7.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=DecisionTreeRegressor(ccp_alpha=67.96832364353936,
                                                                         criterion='poisson',
                                                                         random_state=120),
                                             number=7))])",yes,Lasso,7.0,retained,no,71.27827350557116,34.49057057247375,154.80596831467037,71.35444036056727,34.5087370392739,154.7938492523456,COMPLETE
2,65.04948092303442,2022-10-24 11:50:17.075461,2022-10-24 11:50:47.201677,0 days 00:00:30.126216,65.13753452384192,squared_error,no,Lasso,28.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=DecisionTreeRegressor(ccp_alpha=65.13753452384192,
                                                                         random_state=120),
                                             number=28))])",no,Lasso,28.0,retained,no,19.354181622435657,10.1463062280274,45.38821648672958,20.843989837318606,10.185835779113239,65.04948092303442,COMPLETE
3,65.23102338723295,2022-10-24 11:50:47.359072,2022-10-24 11:51:07.614330,0 days 00:00:20.255258,72.6327091836818,friedman_mse,yes,MutualInformation,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=DecisionTreeRegressor(ccp_alpha=72.6327091836818,
                                                                         criterion='friedman_mse',
                                                                         random_state=120),
                                             number=14))])",yes,MutualInformation,14.0,retained,no,19.55037592854348,10.165307856349704,45.639510351578565,21.033107567071692,10.198989948852685,65.23102338723295,COMPLETE
4,63.9396661354842,2022-10-24 11:51:07.775728,2022-10-24 11:51:27.878331,0 days 00:00:20.102603,57.29926425838937,squared_error,yes,Lasso,19.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=DecisionTreeRegressor(ccp_alpha=57.29926425838937,
                                                                         random_state=120),
                                             number=19))])",yes,Lasso,19.0,retained,no,18.92480417418366,10.046676436975,44.7345358671651,20.4401422569675,10.080495677436677,63.9396661354842,COMPLETE
5,248.57613820968905,2022-10-24 11:51:28.031164,2022-10-24 11:52:39.385120,0 days 00:01:11.353956,61.16594711159912,absolute_error,,FeatureWiz,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=DecisionTreeRegressor(ccp_alpha=61.16594711159912,
                                                                         criterion='absolute_error',
                                                                         random_state=120)))])",no,FeatureWiz,,retained,no,100.99639449530964,32.083423724999996,248.86125422005716,101.00307200322642,32.060162135,248.57613820968905,COMPLETE
6,154.79384925234564,2022-10-24 11:52:39.552248,2022-10-24 11:52:59.291699,0 days 00:00:19.739451,52.150582910208435,poisson,yes,Lasso,24.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='Lasso',
                                             model=DecisionTreeRegressor(ccp_alpha=52.150582910208435,
                                                                         criterion='poisson',
                                                                         random_state=120),
                                             number=24))])",yes,Lasso,24.0,retained,no,71.27827350557112,34.49057057247371,154.80596831467037,71.35444036056724,34.508737039273754,154.79384925234564,COMPLETE
7,154.7938492523456,2022-10-24 11:52:59.425485,2022-10-24 11:53:51.669702,0 days 00:00:52.244217,62.22722943839495,poisson,no,FeatureImportance_ET,15.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=DecisionTreeRegressor(ccp_alpha=62.22722943839495,
                                                                         criterion='poisson',
                                                                         random_state=120),
                                             number=15))])",no,FeatureImportance_ET,15.0,retained,no,71.27827350557112,34.49057057247369,154.80596831467037,71.35444036056724,34.50873703927382,154.7938492523456,COMPLETE
8,248.57613820968905,2022-10-24 11:53:51.829038,2022-10-24 11:55:10.297945,0 days 00:01:18.468907,73.89950335847415,absolute_error,yes,MutualInformation,27.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=DecisionTreeRegressor(ccp_alpha=73.89950335847415,
                                                                         criterion='absolute_error',
                                                                         random_state=120),
                                             number=27))])",yes,MutualInformation,27.0,retained,no,100.99639449530964,32.083423724999996,248.86125422005716,101.00307200322642,32.060162135,248.57613820968905,COMPLETE
9,154.7938492523456,2022-10-24 11:55:10.441698,2022-10-24 11:55:30.404932,0 days 00:00:19.963234,66.89354889970166,poisson,yes,MutualInformation,19.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=DecisionTreeRegressor(ccp_alpha=66.89354889970166,
                                                                         criterion='poisson',
                                                                         random_state=120),
                                             number=19))])",yes,MutualInformation,19.0,retained,no,71.27827350557114,34.49057057247385,154.80596831467037,71.35444036056727,34.50873703927381,154.7938492523456,COMPLETE
