number,value,datetime_start,datetime_complete,duration,params_drop_correlated,params_feature_selection,params_l2_regularization,params_learning_rate,params_max_depth,params_max_leaf_nodes,params_min_samples_leaf,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,72.12658216091427,2022-10-24 17:33:59.244364,2022-10-24 17:35:08.745840,0 days 00:01:09.501476,no,FeatureImportance_ET,0.8820161864777075,0.01673643874799811,4,24,39,6.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.8820161864777075,
                                                                                 learning_rate=0.01673643874799811,
                                                                                 max_depth=4,
                                                                                 max_leaf_nodes=24,
                                                                                 min_samples_leaf=39,
                                                                                 random_state=120),
                                             number=6))])",no,FeatureImportance_ET,6.0,retained,no,30.501702745799694,16.44606291336164,69.80025878837701,30.803193935508727,16.42762208713693,72.12658216091427,COMPLETE
11,57.79247019447377,2022-10-24 17:35:08.932975,2022-10-24 17:35:19.612449,0 days 00:00:10.679474,no,ANOVA,0.7991889488546278,0.13263413091829615,5,39,23,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.7991889488546278,
                                                                                 learning_rate=0.13263413091829615,
                                                                                 max_depth=5,
                                                                                 max_leaf_nodes=39,
                                                                                 min_samples_leaf=23,
                                                                                 random_state=120),
                                             number=1))])",no,ANOVA,1.0,retained,no,15.79289055731626,6.0237147017686326,54.90479967548246,16.14390999075222,6.100149825132831,57.79247019447377,COMPLETE
12,62.14164313081403,2022-10-24 17:35:19.801257,2022-10-24 17:36:27.535777,0 days 00:01:07.734520,no,FeatureImportance_ET,0.8637184962038573,0.02214830554279675,8,40,41,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.8637184962038573,
                                                                                 learning_rate=0.02214830554279675,
                                                                                 max_depth=8,
                                                                                 max_leaf_nodes=40,
                                                                                 min_samples_leaf=41,
                                                                                 random_state=120),
                                             number=14))])",no,FeatureImportance_ET,14.0,retained,no,21.462001587442895,9.240901296585077,57.01606737124271,22.07833711520401,9.245671650682688,62.14164313081403,COMPLETE
13,55.646629331748336,2022-10-24 17:36:27.723524,2022-10-24 17:37:25.215840,0 days 00:00:57.492316,no,FeatureImportance_ET,0.5305997545629793,0.7777929512257291,6,38,68,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.5305997545629793,
                                                                                 learning_rate=0.7777929512257291,
                                                                                 max_depth=6,
                                                                                 max_leaf_nodes=38,
                                                                                 min_samples_leaf=68,
                                                                                 random_state=120),
                                             number=14))])",no,FeatureImportance_ET,14.0,retained,no,14.701279029331905,5.435123407517139,45.77262949384118,16.13299922525282,5.5588753271140865,55.646629331748336,COMPLETE
14,54.789042744476795,2022-10-24 17:37:25.399964,2022-10-24 17:38:22.930363,0 days 00:00:57.530399,no,FeatureImportance_ET,0.5549085885456283,0.19496329057523198,9,32,34,20.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.5549085885456283,
                                                                                 learning_rate=0.19496329057523198,
                                                                                 max_depth=9,
                                                                                 max_leaf_nodes=32,
                                                                                 min_samples_leaf=34,
                                                                                 random_state=120),
                                             number=20))])",no,FeatureImportance_ET,20.0,retained,no,12.874915468603355,4.582980306712259,42.13116766784357,14.560312807011021,4.7244026084294815,54.789042744476795,COMPLETE
15,57.08776973580492,2022-10-24 17:38:23.123234,2022-10-24 17:39:25.264994,0 days 00:01:02.141760,no,FeatureImportance_ET,0.4700786532288676,0.08017853512710733,10,44,20,10.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.4700786532288676,
                                                                                 learning_rate=0.08017853512710733,
                                                                                 max_depth=10,
                                                                                 max_leaf_nodes=44,
                                                                                 random_state=120),
                                             number=10))])",no,FeatureImportance_ET,10.0,retained,no,13.119961798767974,4.604040387415033,43.38880664004253,14.833032993956573,4.650396170491852,57.08776973580492,COMPLETE
16,57.919428531105176,2022-10-24 17:39:25.507749,2022-10-24 17:39:56.602739,0 days 00:00:31.094990,,FeatureWiz,0.9812901271435439,0.7160759760404283,8,37,39,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.9812901271435439,
                                                                                 learning_rate=0.7160759760404283,
                                                                                 max_depth=8,
                                                                                 max_leaf_nodes=37,
                                                                                 min_samples_leaf=39,
                                                                                 random_state=120)))])",no,FeatureWiz,,retained,no,13.694949360728993,4.828987491650179,44.72606751013239,15.699505399299262,4.954185823072996,57.919428531105176,COMPLETE
17,55.2275190866844,2022-10-24 17:39:56.791195,2022-10-24 17:41:03.018357,0 days 00:01:06.227162,no,FeatureImportance_ET,0.5302927477772698,0.29263040991218,9,11,20,21.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.5302927477772698,
                                                                                 learning_rate=0.29263040991218,
                                                                                 max_depth=9,
                                                                                 max_leaf_nodes=11,
                                                                                 random_state=120),
                                             number=21))])",no,FeatureImportance_ET,21.0,retained,no,14.108172151849004,5.7174166968233715,41.87471416310131,15.454405573936155,5.836515244921742,55.2275190866844,COMPLETE
18,55.90644566490584,2022-10-24 17:41:03.251216,2022-10-24 17:41:55.345973,0 days 00:00:52.094757,no,FeatureImportance_ET,0.8177586811578631,0.12059866573636256,4,41,54,15.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.8177586811578631,
                                                                                 learning_rate=0.12059866573636256,
                                                                                 max_depth=4,
                                                                                 max_leaf_nodes=41,
                                                                                 min_samples_leaf=54,
                                                                                 random_state=120),
                                             number=15))])",no,FeatureImportance_ET,15.0,retained,no,14.386519563403182,5.289270984669951,48.85096340642628,15.097729343717916,5.359898427202526,55.90644566490584,COMPLETE
19,54.6015529115588,2022-10-24 17:41:55.533775,2022-10-24 17:42:44.224818,0 days 00:00:48.691043,no,FeatureImportance_ET,0.7559902669616564,0.3785998442954048,9,38,26,23.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.7559902669616564,
                                                                                 learning_rate=0.3785998442954048,
                                                                                 max_depth=9,
                                                                                 max_leaf_nodes=38,
                                                                                 min_samples_leaf=26,
                                                                                 random_state=120),
                                             number=23))])",no,FeatureImportance_ET,23.0,retained,no,12.645803790883788,4.648198277256411,38.408076576887495,14.72867959824716,4.737545907915332,54.6015529115588,COMPLETE
