number,value,datetime_start,datetime_complete,duration,params_drop_correlated,params_feature_selection,params_l2_regularization,params_learning_rate,params_max_depth,params_max_leaf_nodes,params_min_samples_leaf,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,69.93758464428849,2022-10-24 17:19:56.316197,2022-10-24 17:20:55.176839,0 days 00:00:58.860642,no,FeatureImportance_ET,0.8820161864777075,0.01673643874799811,4,24,39,6.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.8820161864777075,
                                                                                 learning_rate=0.01673643874799811,
                                                                                 max_depth=4,
                                                                                 max_leaf_nodes=24,
                                                                                 min_samples_leaf=39,
                                                                                 random_state=120),
                                             number=6))])",no,FeatureImportance_ET,6.0,retained,no,29.543673635391574,16.03161526112434,68.39693598302703,29.68285120403262,16.037783519544703,69.93758464428849,COMPLETE
11,56.60420746934182,2022-10-24 17:20:55.356562,2022-10-24 17:21:04.830948,0 days 00:00:09.474386,no,ANOVA,0.7991889488546278,0.13263413091829615,5,39,23,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.7991889488546278,
                                                                                 learning_rate=0.13263413091829615,
                                                                                 max_depth=5,
                                                                                 max_leaf_nodes=39,
                                                                                 min_samples_leaf=23,
                                                                                 random_state=120),
                                             number=1))])",no,ANOVA,1.0,retained,no,15.411808325507726,5.954252412862389,54.30337032715206,15.588254402608014,5.968901279891438,56.60420746934182,COMPLETE
12,60.53105202393812,2022-10-24 17:21:05.008950,2022-10-24 17:22:25.246725,0 days 00:01:20.237775,no,FeatureImportance_ET,0.8637184962038573,0.02214830554279675,8,40,41,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.8637184962038573,
                                                                                 learning_rate=0.02214830554279675,
                                                                                 max_depth=8,
                                                                                 max_leaf_nodes=40,
                                                                                 min_samples_leaf=41,
                                                                                 random_state=120),
                                             number=14))])",no,FeatureImportance_ET,14.0,retained,no,20.80381906225712,8.953880101966995,56.40007875332273,21.174087572210905,8.938397748822709,60.53105202393812,COMPLETE
13,55.19313174629293,2022-10-24 17:22:25.451038,2022-10-24 17:23:25.465564,0 days 00:01:00.014526,no,FeatureImportance_ET,0.5305997545629793,0.7777929512257291,6,38,68,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.5305997545629793,
                                                                                 learning_rate=0.7777929512257291,
                                                                                 max_depth=6,
                                                                                 max_leaf_nodes=38,
                                                                                 min_samples_leaf=68,
                                                                                 random_state=120),
                                             number=14))])",no,FeatureImportance_ET,14.0,retained,no,14.232726220306255,5.3350626252346975,46.4763015922303,15.498045484030051,5.480914297869464,55.19313174629293,COMPLETE
14,53.08850164461083,2022-10-24 17:23:25.664799,2022-10-24 17:24:21.028827,0 days 00:00:55.364028,no,FeatureImportance_ET,0.5549085885456283,0.19496329057523198,9,32,34,20.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.5549085885456283,
                                                                                 learning_rate=0.19496329057523198,
                                                                                 max_depth=9,
                                                                                 max_leaf_nodes=32,
                                                                                 min_samples_leaf=34,
                                                                                 random_state=120),
                                             number=20))])",no,FeatureImportance_ET,20.0,retained,no,12.13458061475282,4.368342571570584,39.64888940378291,14.16802578788807,4.493149793787644,53.08850164461083,COMPLETE
15,56.152076957170685,2022-10-24 17:24:21.195868,2022-10-24 17:25:15.549913,0 days 00:00:54.354045,no,FeatureImportance_ET,0.4700786532288676,0.08017853512710733,10,44,20,10.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.4700786532288676,
                                                                                 learning_rate=0.08017853512710733,
                                                                                 max_depth=10,
                                                                                 max_leaf_nodes=44,
                                                                                 random_state=120),
                                             number=10))])",no,FeatureImportance_ET,10.0,retained,no,12.81038522914047,4.47270538887421,43.075702363859044,14.396151506872764,4.578965457043435,56.152076957170685,COMPLETE
16,55.742573842296146,2022-10-24 17:25:15.773078,2022-10-24 17:25:48.744112,0 days 00:00:32.971034,,FeatureWiz,0.9812901271435439,0.7160759760404283,8,37,39,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.9812901271435439,
                                                                                 learning_rate=0.7160759760404283,
                                                                                 max_depth=8,
                                                                                 max_leaf_nodes=37,
                                                                                 min_samples_leaf=39,
                                                                                 random_state=120)))])",no,FeatureWiz,,retained,no,13.095550659222162,4.677400145470692,43.31772484761527,15.339507931903713,4.813385232148275,55.742573842296146,COMPLETE
17,53.72644670489411,2022-10-24 17:25:48.929285,2022-10-24 17:26:51.325806,0 days 00:01:02.396521,no,FeatureImportance_ET,0.5302927477772698,0.29263040991218,9,11,20,21.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.5302927477772698,
                                                                                 learning_rate=0.29263040991218,
                                                                                 max_depth=9,
                                                                                 max_leaf_nodes=11,
                                                                                 random_state=120),
                                             number=21))])",no,FeatureImportance_ET,21.0,retained,no,13.441370460798183,5.516730925351941,39.08734046761228,14.892096291176363,5.534048431508396,53.72644670489411,COMPLETE
18,53.06388751709763,2022-10-24 17:26:51.508596,2022-10-24 17:27:56.411027,0 days 00:01:04.902431,no,FeatureImportance_ET,0.6862303318807315,0.3827311512954987,10,25,21,23.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.6862303318807315,
                                                                                 learning_rate=0.3827311512954987,
                                                                                 max_depth=10,
                                                                                 max_leaf_nodes=25,
                                                                                 min_samples_leaf=21,
                                                                                 random_state=120),
                                             number=23))])",no,FeatureImportance_ET,23.0,retained,no,12.419868942884316,4.978579941308515,36.02166389644916,14.689323342038543,5.084235486359343,53.06388751709763,COMPLETE
19,53.89550078367481,2022-10-24 17:27:56.593090,2022-10-24 17:28:56.783959,0 days 00:01:00.190869,no,FeatureImportance_ET,0.8413863365107311,0.5445684441097935,10,32,23,28.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.8413863365107311,
                                                                                 learning_rate=0.5445684441097935,
                                                                                 max_depth=10,
                                                                                 max_leaf_nodes=32,
                                                                                 min_samples_leaf=23,
                                                                                 random_state=120),
                                             number=28))])",no,FeatureImportance_ET,28.0,retained,no,11.762850022879915,4.774096584330127,32.97048704711867,15.165296101990862,4.9366796188253295,53.89550078367481,COMPLETE
