number,value,datetime_start,datetime_complete,duration,params_drop_correlated,params_feature_selection,params_l2_regularization,params_learning_rate,params_max_depth,params_max_leaf_nodes,params_min_samples_leaf,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,68.2999088422795,2022-10-24 16:59:23.178661,2022-10-24 17:00:12.148688,0 days 00:00:48.970027,no,FeatureImportance_ET,0.8820161864777075,0.01673643874799811,4,24,39,6.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.8820161864777075,
                                                                                 learning_rate=0.01673643874799811,
                                                                                 max_depth=4,
                                                                                 max_leaf_nodes=24,
                                                                                 min_samples_leaf=39,
                                                                                 random_state=120),
                                             number=6))])",no,FeatureImportance_ET,6.0,retained,no,29.738286001657162,16.352223556334092,67.27768133837886,29.82029564364178,16.355016362845546,68.2999088422795,COMPLETE
11,54.06475386941253,2022-10-24 17:00:12.318232,2022-10-24 17:00:37.832204,0 days 00:00:25.513972,no,MutualInformation,0.9819104893850864,0.25818689033593945,5,25,38,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.9819104893850864,
                                                                                 learning_rate=0.25818689033593945,
                                                                                 max_depth=5,
                                                                                 max_leaf_nodes=25,
                                                                                 min_samples_leaf=38,
                                                                                 random_state=120),
                                             number=1))])",no,MutualInformation,1.0,retained,no,15.259089991894186,5.990392909400993,51.80528763810262,15.515656073307406,6.098039976555271,54.06475386941253,COMPLETE
12,52.343526553671246,2022-10-24 17:00:37.996100,2022-10-24 17:01:04.046511,0 days 00:00:26.050411,no,MutualInformation,0.6988932870069221,0.18114935519646466,3,7,23,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.6988932870069221,
                                                                                 learning_rate=0.18114935519646466,
                                                                                 max_depth=3,
                                                                                 max_leaf_nodes=7,
                                                                                 min_samples_leaf=23,
                                                                                 random_state=120),
                                             number=14))])",no,MutualInformation,14.0,retained,no,14.238598646326226,5.479309057736834,47.7381565241825,14.70236403464949,5.530600655782348,52.343526553671246,COMPLETE
13,50.22174670839405,2022-10-24 17:01:04.210819,2022-10-24 17:01:53.269278,0 days 00:00:49.058459,no,FeatureImportance_ET,0.7053706737458695,0.09253085147706015,7,20,29,14.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.7053706737458695,
                                                                                 learning_rate=0.09253085147706015,
                                                                                 max_depth=7,
                                                                                 max_leaf_nodes=20,
                                                                                 min_samples_leaf=29,
                                                                                 random_state=120),
                                             number=14))])",no,FeatureImportance_ET,14.0,retained,no,13.183980560078894,4.974909720313254,41.65083085471483,14.218758880441838,5.072495684156652,50.22174670839405,COMPLETE
14,49.974223156856034,2022-10-24 17:01:53.456475,2022-10-24 17:02:20.265961,0 days 00:00:26.809486,no,Lasso,0.6824561884624305,0.06432231061893308,4,30,22,11.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.6824561884624305,
                                                                                 learning_rate=0.06432231061893308,
                                                                                 max_depth=4,
                                                                                 max_leaf_nodes=30,
                                                                                 min_samples_leaf=22,
                                                                                 random_state=120),
                                             number=11))])",no,Lasso,11.0,retained,no,13.642652949494929,5.193678595753645,43.20315028388071,14.360222369833082,5.2779279049652965,49.974223156856034,COMPLETE
15,49.428066237922394,2022-10-24 17:02:20.425092,2022-10-24 17:02:49.306619,0 days 00:00:28.881527,no,Lasso,0.8171158958744299,0.048506291816323814,9,27,20,10.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.8171158958744299,
                                                                                 learning_rate=0.048506291816323814,
                                                                                 max_depth=9,
                                                                                 max_leaf_nodes=27,
                                                                                 random_state=120),
                                             number=10))])",no,Lasso,10.0,retained,no,12.864093061826978,5.076339239788884,38.991968157061706,14.21202930501529,5.0900310591652955,49.428066237922394,COMPLETE
16,49.340020690825924,2022-10-24 17:02:49.483882,2022-10-24 17:03:18.069980,0 days 00:00:28.586098,no,Lasso,0.5284302172089956,0.055845807094835685,8,37,22,8.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.5284302172089956,
                                                                                 learning_rate=0.055845807094835685,
                                                                                 max_depth=8,
                                                                                 max_leaf_nodes=37,
                                                                                 min_samples_leaf=22,
                                                                                 random_state=120),
                                             number=8))])",no,Lasso,8.0,retained,no,12.378025418545269,4.504628156272656,38.7336912303395,13.8646733060032,4.61831123188884,49.340020690825924,COMPLETE
17,68.04420691633923,2022-10-24 17:03:18.241805,2022-10-24 17:03:46.044953,0 days 00:00:27.803148,no,Lasso,0.9115229252642381,0.04700503201198056,10,43,38,5.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.9115229252642381,
                                                                                 learning_rate=0.04700503201198056,
                                                                                 max_depth=10,
                                                                                 max_leaf_nodes=43,
                                                                                 min_samples_leaf=38,
                                                                                 random_state=120),
                                             number=5))])",no,Lasso,5.0,retained,no,20.687357428257545,8.119056733216924,58.900367386256214,23.051190934598534,8.340164242475145,68.04420691633923,COMPLETE
18,50.52266280836373,2022-10-24 17:03:46.253077,2022-10-24 17:04:13.382760,0 days 00:00:27.129683,no,Lasso,0.3670551541646964,0.03822033759915028,7,25,35,7.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.3670551541646964,
                                                                                 learning_rate=0.03822033759915028,
                                                                                 max_depth=7,
                                                                                 max_leaf_nodes=25,
                                                                                 min_samples_leaf=35,
                                                                                 random_state=120),
                                             number=7))])",no,Lasso,7.0,retained,no,14.014221393927413,5.118427466159506,45.61073321366096,14.68590764034897,5.1659863797248535,50.52266280836373,COMPLETE
19,234.58450780563146,2022-10-24 17:04:13.558876,2022-10-24 17:04:38.777326,0 days 00:00:25.218450,no,Lasso,0.7735488343440917,0.03779777502746475,10,18,30,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='Lasso',
                                             model=HistGradientBoostingRegressor(l2_regularization=0.7735488343440917,
                                                                                 learning_rate=0.03779777502746475,
                                                                                 max_depth=10,
                                                                                 max_leaf_nodes=18,
                                                                                 min_samples_leaf=30,
                                                                                 random_state=120),
                                             number=1))])",no,Lasso,1.0,retained,no,126.387337934161,88.29951736977883,234.74517959745833,126.3855787067112,88.27755550516555,234.58450780563146,COMPLETE
