number,value,datetime_start,datetime_complete,duration,params_C,params_drop_correlated,params_dual,params_feature_selection,params_loss,params_max_iter,params_number_features,params_outlier_indicator,params_scaling,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,57.515202244897466,2022-10-24 09:21:08.370291,2022-10-24 09:21:37.523595,0 days 00:00:29.153304,0.0009505710340334615,,False,FeatureWiz,squared_epsilon_insensitive,10000,,retained,Robust,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Robust')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=LinearSVR(C=0.0009505710340334615,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             scaling_indicator='Robust'))])",no,FeatureWiz,,retained,Robust,17.43375765341871,6.9087576725345174,57.450997209789364,17.471640757242202,6.939212850968549,57.515202244897466,COMPLETE
11,57.43305099696792,2022-10-24 09:21:37.682997,2022-10-24 09:22:07.402325,0 days 00:00:29.719328,0.6219134820481323,,False,FeatureWiz,squared_epsilon_insensitive,10000,,retained,Standard,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=LinearSVR(C=0.6219134820481323,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             scaling_indicator='Standard'))])",no,FeatureWiz,,retained,Standard,17.11990403229577,6.525849027238295,57.35038273592346,17.15105227623533,6.50346145057118,57.43305099696792,COMPLETE
12,57.46609354668814,2022-10-24 09:22:07.558896,2022-10-24 09:22:27.632752,0 days 00:00:20.073856,0.07961557820977884,yes,False,MutualInformation,squared_epsilon_insensitive,10000,14.0,retained,Robust,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Robust')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=LinearSVR(C=0.07961557820977884,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             number=14,
                                             scaling_indicator='Robust'))])",yes,MutualInformation,14.0,retained,Robust,16.808729476710052,5.719960041706144,57.400963039389694,16.836123878682802,5.73897143343486,57.46609354668814,COMPLETE
13,57.4192301052749,2022-10-24 09:22:27.800452,2022-10-24 09:22:35.263635,0 days 00:00:07.463183,0.027015871709339834,yes,False,ANOVA,squared_epsilon_insensitive,10000,17.0,retained,Standard,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=LinearSVR(C=0.027015871709339834,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             number=17,
                                             scaling_indicator='Standard'))])",yes,ANOVA,17.0,retained,Standard,17.01797542339523,6.108471196961177,57.35284524962672,17.059814182173778,6.099181436708135,57.4192301052749,COMPLETE
14,57.468627661291144,2022-10-24 09:22:35.412958,2022-10-24 09:22:42.894210,0 days 00:00:07.481252,0.049471250503850324,yes,False,ANOVA,squared_epsilon_insensitive,10000,8.0,retained,Standard,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=LinearSVR(C=0.049471250503850324,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             number=8,
                                             scaling_indicator='Standard'))])",yes,ANOVA,8.0,retained,Standard,16.808560126704112,5.650945313222558,57.408790082525826,16.837474984565223,5.636248928793685,57.468627661291144,COMPLETE
15,57.48447044727257,2022-10-24 09:22:43.055523,2022-10-24 09:23:03.221869,0 days 00:00:20.166346,0.0030657612818981643,yes,False,MutualInformation,squared_epsilon_insensitive,10000,20.0,retained,Standard,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='MutualInformation',
                                             model=LinearSVR(C=0.0030657612818981643,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             number=20,
                                             scaling_indicator='Standard'))])",yes,MutualInformation,20.0,retained,Standard,17.49082466525108,6.331739398826869,57.39640652739589,17.532956878722004,6.352035002693024,57.48447044727257,COMPLETE
16,64.53631781712274,2022-10-24 09:23:03.365842,2022-10-24 09:23:10.197486,0 days 00:00:06.831644,0.00021980618837421105,no,False,ANOVA,squared_epsilon_insensitive,10000,11.0,retained,Standard,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Standard')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=LinearSVR(C=0.00021980618837421105,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             number=11,
                                             scaling_indicator='Standard'))])",no,ANOVA,11.0,retained,Standard,26.06367053360212,11.209642098331273,64.2740053511925,26.105774586692686,11.20902703238547,64.53631781712274,COMPLETE
17,57.4185100827346,2022-10-24 09:23:10.369039,2022-10-24 09:23:17.867203,0 days 00:00:07.498164,0.023161814047766342,yes,False,ANOVA,squared_epsilon_insensitive,10000,16.0,retained,Robust,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Robust')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=LinearSVR(C=0.023161814047766342,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             number=16,
                                             scaling_indicator='Robust'))])",yes,ANOVA,16.0,retained,Robust,16.94771252712864,6.064638287698578,57.353139778274986,16.988746350039346,6.050907161225411,57.4185100827346,COMPLETE
18,57.8091304256125,2022-10-24 09:23:18.017174,2022-10-24 09:23:25.440119,0 days 00:00:07.422945,0.0033929504432503805,yes,False,ANOVA,squared_epsilon_insensitive,10000,1.0,retained,Robust,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Robust')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=LinearSVR(C=0.0033929504432503805,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             number=1,
                                             scaling_indicator='Robust'))])",yes,ANOVA,1.0,retained,Robust,16.7924487237767,5.649658805359082,57.76532182620639,16.827725489258047,5.654619936006291,57.8091304256125,COMPLETE
19,57.4140355746517,2022-10-24 09:23:25.610914,2022-10-24 09:23:33.117012,0 days 00:00:07.506098,0.17935888576044015,yes,False,ANOVA,squared_epsilon_insensitive,10000,19.0,retained,Robust,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 OneHotEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['Cyclic_encoding',
                 CyclicalFeatures(drop_original=True,
                                  variables=['Fdate_month', 'Fdate_quarter'])],
                ('scaling', ScalingTransformer(scaler='Robust')),
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='yes',
                                             method='ANOVA',
                                             model=LinearSVR(C=0.17935888576044015,
                                                             dual=False,
                                                             loss='squared_epsilon_insensitive',
                                                             max_iter=10000,
                                                             random_state=120),
                                             number=19,
                                             scaling_indicator='Robust'))])",yes,ANOVA,19.0,retained,Robust,16.983332128661832,6.1234312741362364,57.34953656747884,17.02087018726513,6.11762228650282,57.4140355746517,COMPLETE
